Code,Year,Population - Sex: all - Age: all - Variant: estimates,Population - Sex: all - Age: all - Variant: medium
LIE,2049,,43010
LIE,2050,,43024
LIE,2051,,43044
LIE,2052,,43055
LIE,2053,,43064
LIE,2054,,43071
LIE,2055,,43069
LIE,2056,,43057
LIE,2057,,43059
LIE,2058,,43064
LIE,2059,,43057
LIE,2060,,43054
LIE,2061,,43045
LIE,2062,,43043
LIE,2063,,43031
LIE,2064,,43031
LIE,2065,,43035
LIE,2066,,43029
LIE,2067,,43024
LIE,2068,,43028
LIE,2069,,43031
LIE,2070,,43030
LIE,2071,,43041
LIE,2072,,43053
LIE,2073,,43066
LIE,2074,,43083
LIE,2075,,43103
LIE,2076,,43134
LIE,2077,,43167
LIE,2078,,43196
LIE,2079,,43223
LIE,2080,,43254
LIE,2081,,43283
LIE,2082,,43300
LIE,2083,,43323
LIE,2084,,43359
LIE,2085,,43384
LIE,2086,,43412
LIE,2087,,43443
LIE,2088,,43467
LIE,2089,,43494
LIE,2090,,43515
LIE,2091,,43526
LIE,2092,,43552
LIE,2093,,43573
LIE,2094,,43575
LIE,2095,,43578
LIE,2096,,43594
LIE,2097,,43605
LIE,2098,,43599
LIE,2099,,43610
LIE,2100,,43613
LTU,1950,2433000,
LTU,1951,2458823,
LTU,1952,2486412,
LTU,1953,2515121,
LTU,1954,2544711,
LTU,1955,2575311,
LTU,1956,2607334,
LTU,1957,2641760,
LTU,1958,2678931,
LTU,1959,2722678,
LTU,1960,2769099,
LTU,1961,2812604,
LTU,1962,2853290,
LTU,1963,2891080,
LTU,1964,2928858,
LTU,1965,2965259,
LTU,1966,3000360,
LTU,1967,3035382,
LTU,1968,3070263,
LTU,1969,3103424,
LTU,1970,3135874,
LTU,1971,3170711,
LTU,1972,3204904,
LTU,1973,3236223,
LTU,1974,3266366,
LTU,1975,3295734,
LTU,1976,3324568,
LTU,1977,3353250,
LTU,1978,3380072,
LTU,1979,3404743,
LTU,1980,3428417,
LTU,1981,3452313,
LTU,1982,3477581,
LTU,1983,3505434,
LTU,1984,3534123,
LTU,1985,3562393,
LTU,1986,3593782,
LTU,1987,3627368,
LTU,1988,3672653,
LTU,1989,3696107,
LTU,1990,3695016,
LTU,1991,3701408,
LTU,1992,3697552,
LTU,1993,3680201,
LTU,1994,3654893,
LTU,1995,3627038,
LTU,1996,3599721,
LTU,1997,3573418,
LTU,1998,3547768,
LTU,1999,3522905,
LTU,2000,3500410,
LTU,2001,3473008,
LTU,2002,3444051,
LTU,2003,3415276,
LTU,2004,3376703,
LTU,2005,3322264,
LTU,2006,3269809,
LTU,2007,3231378,
LTU,2008,3198482,
LTU,2009,3163255,
LTU,2010,3097721,
LTU,2011,3028642,
LTU,2012,2988334,
LTU,2013,2958359,
LTU,2014,2933171,
LTU,2015,2905771,
LTU,2016,2869109,
LTU,2017,2829317,
LTU,2018,2802485,
LTU,2019,2795057,
LTU,2020,2795766,
LTU,2021,2794490,
LTU,2022,2816923,
LTU,2023,2854104,
LTU,2024,,2859112
LTU,2025,,2830150
LTU,2026,,2797337
LTU,2027,,2774222
LTU,2028,,2751178
LTU,2029,,2728540
LTU,2030,,2706358
LTU,2031,,2684467
LTU,2032,,2662809
LTU,2033,,2641150
LTU,2034,,2619273
LTU,2035,,2597387
LTU,2036,,2575498
LTU,2037,,2553087
LTU,2038,,2530465
LTU,2039,,2507570
LTU,2040,,2484839
LTU,2041,,2462454
LTU,2042,,2439832
LTU,2043,,2416942
LTU,2044,,2394331
LTU,2045,,2372141
LTU,2046,,2349909
LTU,2047,,2327242
LTU,2048,,2304359
LTU,2049,,2281741
LTU,2050,,2258767
LTU,2051,,2235296
LTU,2052,,2211552
LTU,2053,,2187828
LTU,2054,,2164014
LTU,2055,,2139756
LTU,2056,,2115392
LTU,2057,,2091116
LTU,2058,,2066926
LTU,2059,,2042820
LTU,2060,,2018846
LTU,2061,,1995251
LTU,2062,,1971978
LTU,2063,,1949084
LTU,2064,,1926552
LTU,2065,,1903846
LTU,2066,,1881174
LTU,2067,,1858818
LTU,2068,,1836713
LTU,2069,,1814681
LTU,2070,,1792879
LTU,2071,,1771450
LTU,2072,,1750197
LTU,2073,,1729087
LTU,2074,,1707775
LTU,2075,,1686325
LTU,2076,,1664949
LTU,2077,,1643651
LTU,2078,,1622384
LTU,2079,,1601170
LTU,2080,,1579995
LTU,2081,,1558792
LTU,2082,,1537665
LTU,2083,,1516733
LTU,2084,,1496072
LTU,2085,,1475574
LTU,2086,,1455409
LTU,2087,,1435615
LTU,2088,,1415938
LTU,2089,,1396578
LTU,2090,,1377676
LTU,2091,,1359110
LTU,2092,,1340921
LTU,2093,,1323188
LTU,2094,,1306016
LTU,2095,,1289080
LTU,2096,,1272404
LTU,2097,,1256181
LTU,2098,,1240218
LTU,2099,,1224404
LTU,2100,,1208673
,1950,112417078,
,1951,113855995,
,1952,115581774,
,1953,117615242,
,1954,119859619,
,1955,122293768,
,1956,124856179,
,1957,127501487,
,1958,130192508,
,1959,133046148,
,1960,136125731,
,1961,139355318,
,1962,142712623,
,1963,146205482,
,1964,149870082,
,1965,153698828,
,1966,157659982,
,1967,161829469,
,1968,166200261,
,1969,170666201,
,1970,175246429,
,1971,179913367,
,1972,184581587,
,1973,189471303,
,1974,194562670,
,1975,199687438,
,1976,204927699,
,1977,210124420,
,1978,215869461,
,1979,221894964,
,1980,226852932,
,1981,231334692,
,1982,236940781,
,1983,243386818,
,1984,249991058,
,1985,256719413,
,1986,263482137,
,1987,270539137,
,1988,277807417,
,1989,285400397,
,1990,292948246,
,1991,300652924,
,1992,309670854,
,1993,319597138,
,1994,329120053,
,1995,338706481,
,1996,348800130,
,1997,358821530,
,1998,369081909,
,1999,379700536,
,2000,390079727,
,2001,400757280,
,2002,412670851,
,2003,425077103,
,2004,437382847,
,2005,450155671,
,2006,463744492,
,2007,477551565,
,2008,491406374,
,2009,505585025,
,2010,520054112,
,2011,534808727,
,2012,549451660,
,2013,563526633,
,2014,577586378,
,2015,592175407,
,2016,607867477,
,2017,624556994,
,2018,642186193,
,2019,660718366,
,2020,679560744,
,2021,698215207,
,2022,716865785,
,2023,736466395,
,2024,,756667869
,2025,,777211777
,2026,,798076061
,2027,,818951123
,2028,,839804020
,2029,,860802908
,2030,,881981940
,2031,,903282350
,2032,,924641114
,2033,,946047078
,2034,,967525902
,2035,,989091448
,2036,,1010727244
,2037,,1032402612
,2038,,1054103128
,2039,,1075873298
,2040,,1097776015
,2041,,1119718809
,2042,,1141628961
,2043,,1163587485
,2044,,1185604174
,2045,,1207624761
,2046,,1229692274
,2047,,1251791352
,2048,,1273899109
,2049,,1296057601
,2050,,1318140770
,2051,,1340125619
,2052,,1362132880
,2053,,1384113943
,2054,,1406044438
,2055,,1427907414
,2056,,1449695315
,2057,,1471326589
,2058,,1492742435
,2059,,1514083200
,2060,,1535318689
,2061,,1556333077
,2062,,1577127216
,2063,,1597690777
,2064,,1618085334
,2065,,1638322466
,2066,,1658264944
,2067,,1677930529
,2068,,1697385803
,2069,,1716566077
,2070,,1735518668
,2071,,1754201355
,2072,,1772597471
,2073,,1790762974
,2074,,1808626140
,2075,,1826116597
,2076,,1843255665
,2077,,1860155815
,2078,,1876746280
,2079,,1893010866
,2080,,1908961034
,2081,,1924462501
,2082,,1939618685
,2083,,1954487913
,2084,,1969049455
,2085,,1983326118
,2086,,1997195583
,2087,,2010654745
,2088,,2023694149
,2089,,2036363394
,2090,,2048770937
,2091,,2060745099
,2092,,2072270687
,2093,,2083473538
,2094,,2094304210
,2095,,2104745265
,2096,,2114883587
,2097,,2124696115
,2098,,2134129048
,2099,,2143203827
,2100,,2151929818
,1950,710724739,
,1951,726051993,
,1952,742174260,
,1953,758887069,
,1954,776342550,
,1955,794696330,
,1956,813718532,
,1957,833154944,
,1958,853227837,
,1959,874216586,
,1960,895787400,
,1961,917845510,
,1962,940367985,
,1963,963442373,
,1964,987059691,
,1965,1010777303,
,1966,1034514236,
,1967,1058899350,
,1968,1083851552,
,1969,1109131262,
,1970,1135199023,
,1971,1161123749,
,1972,1187788437,
,1973,1216172484,
,1974,1245525844,
,1975,1275969482,
,1976,1307169114,
,1977,1339194096,
,1978,1371695383,
,1979,1405616500,
,1980,1442021662,
,1981,1480251813,
,1982,1519038550,
,1983,1557936431,
,1984,1597489403,
,1985,1637845037,
,1986,1678895511,
,1987,1720354971,
,1988,1762049070,
,1989,1803962246,
,1990,1846874669,
,1991,1889866223,
,1992,1932221205,
,1993,1973881951,
,1994,2015221803,
,1995,2057289715,
,1996,2099561789,
,1997,2142190182,
,1998,2185367163,
,1999,2228456153,
,2000,2271915140,
,2001,2315757633,
,2002,2358300843,
,2003,2400690740,
,2004,2444268136,
,2005,2487466883,
,2006,2531007317,
,2007,2575224855,
,2008,2618897859,
,2009,2662972438,
,2010,2707862950,
,2011,2752879890,
,2012,2797701842,
,2013,2842798856,
,2014,2887643098,
,2015,2931203433,
,2016,2974455448,
,2017,3017492200,
,2018,3059616821,
,2019,3101052514,
,2020,3141910136,
,2021,3180608692,
,2022,3216231050,
,2023,3253459082,
,2024,,3294274038
,2025,,3335966104
,2026,,3377007262
,2027,,3417264220
,2028,,3457432644
,2029,,3497397841
,2030,,3537095187
,2031,,3576514413
,2032,,3615598474
,2033,,3654313629
,2034,,3692638857
,2035,,3730539384
,2036,,3768002428
,2037,,3804948340
,2038,,3841341821
,2039,,3877167987
,2040,,3912375424
,2041,,3946985987
,2042,,3980958222
,2043,,4014229663
,2044,,4046812286
,2045,,4078703378
,2046,,4109856088
,2047,,4140224938
,2048,,4169806488
,2049,,4198610559
,2050,,4226704338
,2051,,4254076157
,2052,,4280672820
,2053,,4306528027
,2054,,4331621350
,2055,,4356003881
,2056,,4379697694
,2057,,4402692454
,2058,,4424996077
,2059,,4446531826
,2060,,4467309365
,2061,,4487361967
,2062,,4506703631
,2063,,4525318297
,2064,,4543172124
,2065,,4560268341
,2066,,4576640839
,2067,,4592257054
,2068,,4607079001
,2069,,4621124105
,2070,,4634339217
,2071,,4646781156
,2072,,4658470866
,2073,,4669370661
,2074,,4679528063
,2075,,4688956542
,2076,,4697628405
,2077,,4705527566
,2078,,4712673171
,2079,,4719073399
,2080,,4724798639
,2081,,4729872173
,2082,,4734279599
,2083,,4738053835
,2084,,4741205449
,2085,,4743765325
,2086,,4745755634
,2087,,4747176401
,2088,,4748067305
,2089,,4748435406
,2090,,4748254197
,2091,,4747585616
,2092,,4746439199
,2093,,4744761307
,2094,,4742596869
,2095,,4739989697
,2096,,4736915048
,2097,,4733387268
,2098,,4729432439
,2099,,4725056168
,2100,,4720292273
LUX,1950,296580,
LUX,1951,298161,
LUX,1952,299909,
LUX,1953,301692,
LUX,1954,303489,
LUX,1955,305315,
LUX,1956,306957,
LUX,1957,308439,
LUX,1958,310039,
LUX,1959,312043,
LUX,1960,313888,
LUX,1961,316347,
LUX,1962,319663,
LUX,1963,322855,
LUX,1964,326232,
LUX,1965,329709,
LUX,1966,333085,
LUX,1967,335524,
LUX,1968,337015,
LUX,1969,338271,
LUX,1970,339337,
LUX,1971,341961,
LUX,1972,346085,
LUX,1973,349206,
LUX,1974,351432,
LUX,1975,353686,
LUX,1976,355877,
LUX,1977,358252,
LUX,1978,361047,
LUX,1979,362898,
LUX,1980,363711,
LUX,1981,364487,
LUX,1982,365061,
LUX,1983,365495,
LUX,1984,365904,
LUX,1985,366665,
LUX,1986,368409,
LUX,1987,370789,
LUX,1988,373789,
LUX,1989,377384,
LUX,1990,381707,
LUX,1991,386819,
LUX,1992,391972,
LUX,1993,397210,
LUX,1994,402597,
LUX,1995,408237,
LUX,1996,413779,
LUX,1997,418970,
LUX,1998,424158,
LUX,1999,429909,
LUX,2000,436142,
LUX,2001,441754,
LUX,2002,446392,
LUX,2003,451845,
LUX,2004,458305,
LUX,2005,465369,
LUX,2006,472869,
LUX,2007,480277,
LUX,2008,488995,
LUX,2009,498196,
LUX,2010,507418,
LUX,2011,518583,
LUX,2012,530951,
LUX,2013,543358,
LUX,2014,556285,
LUX,2015,569540,
LUX,2016,583511,
LUX,2017,596506,
LUX,2018,608109,
LUX,2019,620167,
LUX,2020,630597,
LUX,2021,640276,
LUX,2022,653315,
LUX,2023,665101,
LUX,2024,,673042
LUX,2025,,680454
LUX,2026,,687442
LUX,2027,,694280
LUX,2028,,701086
LUX,2029,,707588
LUX,2030,,713671
LUX,2031,,719436
LUX,2032,,725083
LUX,2033,,730530
LUX,2034,,735658
LUX,2035,,740633
LUX,2036,,745419
LUX,2037,,749912
LUX,2038,,754313
LUX,2039,,758655
LUX,2040,,762674
LUX,2041,,766435
LUX,2042,,770069
LUX,2043,,773439
LUX,2044,,776543
LUX,2045,,779544
LUX,2046,,782354
LUX,2047,,784904
LUX,2048,,787354
LUX,2049,,789578
LUX,2050,,791461
LUX,2051,,793284
LUX,2052,,794911
LUX,2053,,796241
LUX,2054,,797490
LUX,2055,,798665
LUX,2056,,799415
LUX,2057,,799813
LUX,2058,,800213
LUX,2059,,800515
LUX,2060,,800683
LUX,2061,,800797
LUX,2062,,800774
LUX,2063,,800535
LUX,2064,,800256
LUX,2065,,799942
LUX,2066,,799554
LUX,2067,,799016
LUX,2068,,798333
LUX,2069,,797472
LUX,2070,,796327
LUX,2071,,795136
LUX,2072,,793925
LUX,2073,,792537
LUX,2074,,791183
LUX,2075,,789869
LUX,2076,,788493
LUX,2077,,787038
LUX,2078,,785570
LUX,2079,,784047
LUX,2080,,782400
LUX,2081,,780655
LUX,2082,,778776
LUX,2083,,777022
LUX,2084,,775297
LUX,2085,,773448
LUX,2086,,771558
LUX,2087,,769637
LUX,2088,,767778
LUX,2089,,766050
LUX,2090,,764392
LUX,2091,,762655
LUX,2092,,761035
LUX,2093,,759535
LUX,2094,,757962
LUX,2095,,756502
LUX,2096,,755034
LUX,2097,,753313
LUX,2098,,751532
LUX,2099,,749770
LUX,2100,,747988
MAC,1950,196669,
MAC,1951,200120,
MAC,1952,200417,
MAC,1953,199605,
MAC,1954,197879,
MAC,1955,195454,
MAC,1956,192188,
MAC,1957,188202,
MAC,1958,183680,
MAC,1959,178433,
MAC,1960,173333,
MAC,1961,173335,
MAC,1962,177825,
MAC,1963,182143,
MAC,1964,225672,
MAC,1965,265637,
MAC,1966,262951,
MAC,1967,260430,
MAC,1968,257944,
MAC,1969,255316,
MAC,1970,257405,
MAC,1971,263470,
MAC,1972,273185,
MAC,1973,250337,
MAC,1974,221395,
MAC,1975,223951,
MAC,1976,227391,
MAC,1977,231546,
MAC,1978,236218,
MAC,1979,241160,
MAC,1980,246108,
MAC,1981,252516,
MAC,1982,261054,
MAC,1983,270519,
MAC,1984,280560,
MAC,1985,291288,
MAC,1986,302680,
MAC,1987,314630,
MAC,1988,326912,
MAC,1989,339223,
MAC,1990,351123,
MAC,1991,362275,
MAC,1992,372256,
MAC,1993,381331,
MAC,1994,390126,
MAC,1995,398703,
MAC,1996,407033,
MAC,1997,415074,
MAC,1998,422816,
MAC,1999,430253,
MAC,2000,437316,
MAC,2001,445121,
MAC,2002,456026,
MAC,2003,469062,
MAC,2004,482209,
MAC,2005,495416,
MAC,2006,508752,
MAC,2007,522281,
MAC,2008,535935,
MAC,2009,549492,
MAC,2010,562809,
MAC,2011,575644,
MAC,2012,587450,
MAC,2013,598752,
MAC,2014,610308,
MAC,2015,622185,
MAC,2016,634317,
MAC,2017,646558,
MAC,2018,658777,
MAC,2019,670982,
MAC,2020,683069,
MAC,2021,694404,
MAC,2022,704360,
MAC,2023,713916,
MAC,2024,,720270
MAC,2025,,722018
MAC,2026,,723196
MAC,2027,,724080
MAC,2028,,724257
MAC,2029,,725438
MAC,2030,,726724
MAC,2031,,727320
MAC,2032,,727008
MAC,2033,,726352
MAC,2034,,725564
MAC,2035,,723766
MAC,2036,,721024
MAC,2037,,717559
MAC,2038,,713758
MAC,2039,,710038
MAC,2040,,706894
MAC,2041,,703318
MAC,2042,,699236
MAC,2043,,695297
MAC,2044,,691786
MAC,2045,,688799
MAC,2046,,685280
MAC,2047,,680718
MAC,2048,,676230
MAC,2049,,672521
MAC,2050,,668856
MAC,2051,,664205
MAC,2052,,658652
MAC,2053,,652819
MAC,2054,,647007
MAC,2055,,641235
MAC,2056,,635806
MAC,2057,,631072
MAC,2058,,626221
MAC,2059,,619990
MAC,2060,,614249
MAC,2061,,608728
MAC,2062,,602813
MAC,2063,,596430
MAC,2064,,589195
MAC,2065,,583198
MAC,2066,,576703
MAC,2067,,568732
MAC,2068,,560737
MAC,2069,,552538
MAC,2070,,544452
MAC,2071,,536931
MAC,2072,,529100
MAC,2073,,520897
MAC,2074,,512562
MAC,2075,,504069
MAC,2076,,495712
MAC,2077,,487413
MAC,2078,,479187
MAC,2079,,471391
MAC,2080,,463631
MAC,2081,,455352
MAC,2082,,447004
MAC,2083,,438791
MAC,2084,,430464
MAC,2085,,422202
MAC,2086,,414550
MAC,2087,,407148
MAC,2088,,399700
MAC,2089,,392476
MAC,2090,,385685
MAC,2091,,379605
MAC,2092,,373769
MAC,2093,,367540
MAC,2094,,361520
MAC,2095,,355924
MAC,2096,,350712
MAC,2097,,345980
MAC,2098,,341068
MAC,2099,,335990
MAC,2100,,331174
MDG,1950,3956077,
MDG,1951,4057204,
MDG,1952,4160844,
MDG,1953,4267535,
MDG,1954,4377321,
MDG,1955,4490119,
MDG,1956,4606423,
MDG,1957,4726637,
MDG,1958,4850852,
MDG,1959,4979096,
MDG,1960,5111033,
MDG,1961,5246163,
MDG,1962,5384155,
MDG,1963,5525189,
MDG,1964,5669867,
MDG,1965,5819117,
MDG,1966,5974281,
MDG,1967,6136495,
MDG,1968,6306501,
MDG,1969,6484718,
MDG,1970,6672004,
MDG,1971,6868874,
MDG,1972,7074405,
MDG,1973,7288053,
MDG,1974,7509733,
MDG,1975,7739341,
MDG,1976,7976838,
MDG,1977,8222240,
MDG,1978,8475862,
MDG,1979,8737585,
MDG,1980,9006039,
MDG,1981,9279017,
MDG,1982,9557679,
MDG,1983,9843046,
MDG,1984,10134559,
MDG,1985,10433143,
MDG,1986,10736862,
MDG,1987,11047297,
MDG,1988,11369458,
MDG,1989,11705002,
MDG,1990,12055649,
MDG,1991,12421413,
MDG,1992,12800870,
MDG,1993,13197353,
MDG,1994,13613859,
MDG,1995,14051279,
MDG,1996,14510712,
MDG,1997,14990818,
MDG,1998,15489364,
MDG,1999,16000506,
MDG,2000,16516336,
MDG,2001,17032933,
MDG,2002,17549915,
MDG,2003,18071860,
MDG,2004,18606606,
MDG,2005,19159711,
MDG,2006,19730916,
MDG,2007,20318590,
MDG,2008,20923842,
MDG,2009,21547277,
MDG,2010,22183343,
MDG,2011,22822305,
MDG,2012,23462444,
MDG,2013,24109290,
MDG,2014,24764356,
MDG,2015,25426703,
MDG,2016,26099950,
MDG,2017,26788379,
MDG,2018,27494930,
MDG,2019,28219559,
MDG,2020,28953560,
MDG,2021,29691087,
MDG,2022,30437261,
MDG,2023,31195937,
MDG,2024,,31964960
MDG,2025,,32740682
MDG,2026,,33522055
MDG,2027,,34308790
MDG,2028,,35099859
MDG,2029,,35894681
MDG,2030,,36693189
MDG,2031,,37495709
MDG,2032,,38301315
MDG,2033,,39109387
MDG,2034,,39919955
MDG,2035,,40733848
MDG,2036,,41551314
MDG,2037,,42371337
MDG,2038,,43194150
MDG,2039,,44019292
MDG,2040,,44846897
MDG,2041,,45676980
MDG,2042,,46508817
MDG,2043,,47342294
MDG,2044,,48176604
MDG,2045,,49011279
MDG,2046,,49846532
MDG,2047,,50682065
MDG,2048,,51517350
MDG,2049,,52351990
MDG,2050,,53185473
MDG,2051,,54016762
MDG,2052,,54845298
MDG,2053,,55671145
MDG,2054,,56493654
MDG,2055,,57313029
MDG,2056,,58129738
MDG,2057,,58942306
MDG,2058,,59750168
MDG,2059,,60554111
MDG,2060,,61352879
MDG,2061,,62145243
MDG,2062,,62930946
MDG,2063,,63709343
MDG,2064,,64480300
MDG,2065,,65242937
MDG,2066,,65997237
MDG,2067,,66743601
MDG,2068,,67480961
MDG,2069,,68208618
MDG,2070,,68926088
MDG,2071,,69634457
MDG,2072,,70333399
MDG,2073,,71020890
MDG,2074,,71697360
MDG,2075,,72362752
MDG,2076,,73015743
MDG,2077,,73657476
MDG,2078,,74288082
MDG,2079,,74906310
MDG,2080,,75512390
MDG,2081,,76107251
MDG,2082,,76691317
MDG,2083,,77265182
MDG,2084,,77828805
MDG,2085,,78382370
MDG,2086,,78926160
MDG,2087,,79459880
MDG,2088,,79982946
MDG,2089,,80493874
MDG,2090,,80992576
MDG,2091,,81480822
MDG,2092,,81958315
MDG,2093,,82423995
MDG,2094,,82878063
MDG,2095,,83319305
MDG,2096,,83748153
MDG,2097,,84165552
MDG,2098,,84570967
MDG,2099,,84962957
MDG,2100,,85341145
MWI,1950,2950299,
MWI,1951,3002886,
MWI,1952,3059382,
MWI,1953,3119242,
MWI,1954,3181539,
MWI,1955,3246543,
MWI,1956,3315299,
MWI,1957,3387745,
MWI,1958,3463947,
MWI,1959,3544167,
MWI,1960,3628136,
MWI,1961,3715543,
MWI,1962,3806310,
MWI,1963,3900513,
MWI,1964,3997309,
MWI,1965,4096158,
MWI,1966,4197929,
MWI,1967,4303018,
MWI,1968,4411055,
MWI,1969,4521184,
MWI,1970,4633949,
MWI,1971,4751441,
MWI,1972,4874479,
MWI,1973,5003935,
MWI,1974,5141342,
MWI,1975,5287371,
MWI,1976,5443390,
MWI,1977,5614993,
MWI,1978,5810135,
MWI,1979,6028750,
MWI,1980,6265529,
MWI,1981,6516460,
MWI,1982,6778885,
MWI,1983,7051707,
MWI,1984,7332811,
MWI,1985,7620509,
MWI,1986,7906485,
MWI,1987,8293173,
MWI,1988,8753265,
MWI,1989,9176223,
MWI,1990,9545860,
MWI,1991,9844228,
MWI,1992,10135082,
MWI,1993,10284027,
MWI,1994,10164899,
MWI,1995,10150122,
MWI,1996,10352227,
MWI,1997,10562035,
MWI,1998,10792877,
MWI,1999,11047812,
MWI,2000,11315947,
MWI,2001,11593057,
MWI,2002,11880443,
MWI,2003,12181575,
MWI,2004,12500736,
MWI,2005,12840034,
MWI,2006,13198699,
MWI,2007,13576344,
MWI,2008,13976415,
MWI,2009,14395788,
MWI,2010,14826466,
MWI,2011,15265026,
MWI,2012,15709577,
MWI,2013,16161816,
MWI,2014,16621534,
MWI,2015,17085587,
MWI,2016,17557741,
MWI,2017,18039714,
MWI,2018,18528086,
MWI,2019,19025748,
MWI,2020,19533885,
MWI,2021,20047264,
MWI,2022,20568731,
MWI,2023,21104480,
MWI,2024,,21655288
MWI,2025,,22216118
MWI,2026,,22785535
MWI,2027,,23366192
MWI,2028,,23954454
MWI,2029,,24553504
MWI,2030,,25160295
MWI,2031,,25763539
MWI,2032,,26366763
MWI,2033,,26978422
MWI,2034,,27595301
MWI,2035,,28213790
MWI,2036,,28835601
MWI,2037,,29462514
MWI,2038,,30081747
MWI,2039,,30691583
MWI,2040,,31302096
MWI,2041,,31911247
MWI,2042,,32517516
MWI,2043,,33122488
MWI,2044,,33736529
MWI,2045,,34350953
MWI,2046,,34959613
MWI,2047,,35567995
MWI,2048,,36165762
MWI,2049,,36761005
MWI,2050,,37361675
MWI,2051,,37964328
MWI,2052,,38568586
MWI,2053,,39174567
MWI,2054,,39770461
MWI,2055,,40357518
MWI,2056,,40938493
MWI,2057,,41511360
MWI,2058,,42081239
MWI,2059,,42655656
MWI,2060,,43228180
MWI,2061,,43785925
MWI,2062,,44330133
MWI,2063,,44854824
MWI,2064,,45372466
MWI,2065,,45890782
MWI,2066,,46408688
MWI,2067,,46922126
MWI,2068,,47427610
MWI,2069,,47923944
MWI,2070,,48410342
MWI,2071,,48890067
MWI,2072,,49355292
MWI,2073,,49806630
MWI,2074,,50256739
MWI,2075,,50708858
MWI,2076,,51164005
MWI,2077,,51618824
MWI,2078,,52055287
MWI,2079,,52475230
MWI,2080,,52893308
MWI,2081,,53304781
MWI,2082,,53704432
MWI,2083,,54094651
MWI,2084,,54461682
MWI,2085,,54812023
MWI,2086,,55159956
MWI,2087,,55500706
MWI,2088,,55839152
MWI,2089,,56166460
MWI,2090,,56481182
MWI,2091,,56783370
MWI,2092,,57074419
MWI,2093,,57354603
MWI,2094,,57621848
MWI,2095,,57879213
MWI,2096,,58135894
MWI,2097,,58389582
MWI,2098,,58636393
MWI,2099,,58888533
MWI,2100,,59141254
MYS,1950,6098285,
MYS,1951,6257415,
MYS,1952,6422851,
MYS,1953,6593945,
MYS,1954,6772374,
MYS,1955,6959959,
MYS,1956,7156627,
MYS,1957,7362818,
MYS,1958,7562886,
MYS,1959,7755779,
MYS,1960,7956201,
MYS,1961,8164448,
MYS,1962,8380174,
MYS,1963,8602166,
MYS,1964,8828416,
MYS,1965,9056415,
MYS,1966,9284693,
MYS,1967,9507107,
MYS,1968,9725283,
MYS,1969,9947604,
MYS,1970,10178802,
MYS,1971,10423466,
MYS,1972,10676839,
MYS,1973,10935622,
MYS,1974,11200903,
MYS,1975,11471914,
MYS,1976,11750093,
MYS,1977,12035716,
MYS,1978,12328158,
MYS,1979,12627866,
MYS,1980,12983365,
MYS,1981,13399206,
MYS,1982,13832796,
MYS,1983,14285914,
MYS,1984,14759013,
MYS,1985,15252262,
MYS,1986,15760425,
MYS,1987,16276735,
MYS,1988,16796612,
MYS,1989,17315003,
MYS,1990,17833179,
MYS,1991,18342474,
MYS,1992,18834569,
MYS,1993,19322667,
MYS,1994,19820446,
MYS,1995,20330602,
MYS,1996,20850085,
MYS,1997,21375225,
MYS,1998,21906713,
MYS,1999,22435532,
MYS,2000,22967817,
MYS,2001,23526535,
MYS,2002,24102477,
MYS,2003,24679604,
MYS,2004,25256773,
MYS,2005,25836075,
MYS,2006,26417909,
MYS,2007,26998383,
MYS,2008,27570052,
MYS,2009,28124779,
MYS,2010,28655772,
MYS,2011,29162034,
MYS,2012,29662835,
MYS,2013,30174269,
MYS,2014,30696133,
MYS,2015,31232796,
MYS,2016,31789692,
MYS,2017,32355642,
MYS,2018,32910963,
MYS,2019,33440590,
MYS,2020,33889554,
MYS,2021,34282404,
MYS,2022,34695494,
MYS,2023,35126295,
MYS,2024,,35557670
MYS,2025,,35977834
MYS,2026,,36385116
MYS,2027,,36785086
MYS,2028,,37182770
MYS,2029,,37574288
MYS,2030,,37961719
MYS,2031,,38347781
MYS,2032,,38728380
MYS,2033,,39097867
MYS,2034,,39457845
MYS,2035,,39814831
MYS,2036,,40166901
MYS,2037,,40512286
MYS,2038,,40853314
MYS,2039,,41185889
MYS,2040,,41509643
MYS,2041,,41828590
MYS,2042,,42144469
MYS,2043,,42455949
MYS,2044,,42754137
MYS,2045,,43038202
MYS,2046,,43313751
MYS,2047,,43580455
MYS,2048,,43831574
MYS,2049,,44065534
MYS,2050,,44289762
MYS,2051,,44502609
MYS,2052,,44701569
MYS,2053,,44889969
MYS,2054,,45063853
MYS,2055,,45219589
MYS,2056,,45362855
MYS,2057,,45497566
MYS,2058,,45622569
MYS,2059,,45741085
MYS,2060,,45850112
MYS,2061,,45947639
MYS,2062,,46033412
MYS,2063,,46105606
MYS,2064,,46170822
MYS,2065,,46226985
MYS,2066,,46270409
MYS,2067,,46305043
MYS,2068,,46331871
MYS,2069,,46354512
MYS,2070,,46373001
MYS,2071,,46385321
MYS,2072,,46390493
MYS,2073,,46384495
MYS,2074,,46370718
MYS,2075,,46351187
MYS,2076,,46326866
MYS,2077,,46292136
MYS,2078,,46243390
MYS,2079,,46186885
MYS,2080,,46119103
MYS,2081,,46044269
MYS,2082,,45966028
MYS,2083,,45879840
MYS,2084,,45789613
MYS,2085,,45697771
MYS,2086,,45599531
MYS,2087,,45495753
MYS,2088,,45389870
MYS,2089,,45282332
MYS,2090,,45172966
