Code,Year,"GDP per capita, PPP (constant 2021 international $)",World regions according to OWID
AFG,2000,1617.8264,
AFG,2001,1454.1108,
AFG,2002,1774.3087,
AFG,2003,1815.9282,
AFG,2004,1776.9182,
AFG,2005,1908.1147,
AFG,2006,1929.7239,
AFG,2007,2155.353,
AFG,2008,2191.5044,
AFG,2009,2565.022,
AFG,2010,2848.5862,
AFG,2011,2757.0525,
AFG,2012,2985.319,
AFG,2013,3046.5798,
AFG,2014,3017.9426,
AFG,2015,2967.6921,
AFG,2016,2958.7854,
AFG,2017,2952.999,
AFG,2018,2902.392,
AFG,2019,2927.245,
AFG,2020,2769.6858,
AFG,2021,2144.1665,
AFG,2022,1981.7102,
AFG,2023,1983.8126,Asia
ALB,1990,5560.538,
ALB,1991,4027.6746,
ALB,1992,3760.9397,
ALB,1993,4145.682,
ALB,1994,4517.5396,
ALB,1995,5151.102,
ALB,1996,5563.474,
ALB,1997,4942.7207,
ALB,1998,5387.2593,
ALB,1999,6085.6597,
ALB,2000,6581.639,
ALB,2001,7232.5757,
ALB,2002,7590.0547,
ALB,2003,8024.8213,
ALB,2004,8482.808,
ALB,2005,8963.804,
ALB,2006,9563.48,
ALB,2007,10262.378,
ALB,2008,11055.718,
ALB,2009,11429.967,
ALB,2010,11828.375,
ALB,2011,12152.417,
ALB,2012,12292.297,
ALB,2013,12525.081,
ALB,2014,12832.212,
ALB,2015,13156.332,
ALB,2016,13692.479,
ALB,2017,14155.04,
ALB,2018,14710.982,
ALB,2019,15078.507,
ALB,2020,14662.796,
ALB,2021,16126.777,
ALB,2022,17111.953,
ALB,2023,17991.016,Europe
ALB,2024,18919.807,
DZA,1990,11728.546,
DZA,1991,11314.864,
DZA,1992,11241.415,
DZA,1993,10743.706,
DZA,1994,10414.035,
DZA,1995,10588.443,
DZA,1996,10808.879,
DZA,1997,10725.968,
DZA,1998,11094.888,
DZA,1999,11292.037,
DZA,2000,11558.221,
DZA,2001,11742.595,
DZA,2002,12213.126,
DZA,2003,12835.182,
DZA,2004,13226.765,
DZA,2005,13738.496,
DZA,2006,13920.694,
DZA,2007,14114.675,
DZA,2008,14206.776,
DZA,2009,14104.428,
DZA,2010,14496.421,
DZA,2011,14641.964,
DZA,2012,14697.54,
DZA,2013,14778.191,
DZA,2014,15073.763,
DZA,2015,15239.518,
DZA,2016,15511.686,
DZA,2017,15427.664,
DZA,2018,15343.426,
DZA,2019,15199.199,
DZA,2020,14194.155,
DZA,2021,14496.865,
DZA,2022,14782.2,
DZA,2023,15159.324,Africa
DZA,2024,15442.124,
ASM,2023,,Oceania
AND,1990,50036.3,
AND,1991,47624.97,
AND,1992,45246.53,
AND,1993,42605.66,
AND,1994,42716.367,
AND,1995,44375.023,
AND,1996,46386.09,
AND,1997,50032.35,
AND,1998,51092.223,
AND,1999,52921.047,
AND,2000,54809.145,
AND,2001,59109.016,
AND,2002,61188.637,
AND,2003,63656.195,
AND,2004,64353.484,
AND,2005,65114.805,
AND,2006,66390.3,
AND,2007,65534.117,
AND,2008,60691.605,
AND,2009,57203.973,
AND,2010,58285.06,
AND,2011,60470.465,
AND,2012,58172.133,
AND,2013,57332.16,
AND,2014,59929.246,
AND,2015,62105.152,
AND,2016,64402.81,
AND,2017,63239.656,
AND,2018,63048.598,
AND,2019,63215.9,
AND,2020,55488.492,
AND,2021,59332.203,
AND,2022,63913.383,
AND,2023,64631.297,Europe
AND,2024,65928.305,
AGO,1990,7391.7524,
AGO,1991,7218.4414,
AGO,1992,6578.0684,
AGO,1993,4843.156,
AGO,1994,4751.4717,
AGO,1995,5284.703,
AGO,1996,5800.9624,
AGO,1997,6015.187,
AGO,1998,6090.0957,
AGO,1999,6021.229,
AGO,2000,6002.9893,
AGO,2001,6049.163,
AGO,2002,6645.4775,
AGO,2003,6609.215,
AGO,2004,7074.026,
AGO,2005,7845.89,
AGO,2006,8435.455,
AGO,2007,9263.98,
AGO,2008,9916.909,
AGO,2009,9629.092,
AGO,2010,9672.839,
AGO,2011,9627.0205,
AGO,2012,10051.34,
AGO,2013,10150.916,
AGO,2014,10250.593,
AGO,2015,9980.93,
AGO,2016,9381.81,
AGO,2017,9042.117,
AGO,2018,8620.215,
AGO,2019,8274.543,
AGO,2020,7556.968,
AGO,2021,7408.1265,
AGO,2022,7397.4863,
AGO,2023,7250.403,Africa
AGO,2024,7344.1455,
AIA,2023,,North America
ATG,1990,21074.576,
ATG,1991,21424.291,
ATG,1992,21330.273,
ATG,1993,22051.438,
ATG,1994,23081.664,
ATG,1995,21639.602,
ATG,1996,22597.314,
ATG,1997,23350.309,
ATG,1998,23996.115,
ATG,1999,24462.203,
ATG,2000,25547.611,
ATG,2001,24014.775,
ATG,2002,23958.164,
ATG,2003,25136.002,
ATG,2004,26303.617,
ATG,2005,27692.635,
ATG,2006,30827.342,
ATG,2007,33245.27,
ATG,2008,32756.307,
ATG,2009,28405.69,
ATG,2010,25826.61,
ATG,2011,25023.918,
ATG,2012,25592.906,
ATG,2013,25206.846,
ATG,2014,25557.525,
ATG,2015,25734.152,
ATG,2016,26627.715,
ATG,2017,27199.195,
ATG,2018,28878.607,
ATG,2019,29651.863,
ATG,2020,23930.672,
ATG,2021,25745.496,
ATG,2022,27941.785,
ATG,2023,28474.045,North America
ATG,2024,29561.807,
ARG,1990,17007.285,
ARG,1991,18295.61,
ARG,1992,19476.283,
ARG,1993,20791.346,
ARG,1994,21711.844,
ARG,1995,20819.5,
ARG,1996,21695.596,
ARG,1997,23172.158,
ARG,1998,23783.102,
ARG,1999,22714.512,
ARG,2000,22281.38,
ARG,2001,21066.459,
ARG,2002,18571.701,
ARG,2003,20005.139,
ARG,2004,21591.45,
ARG,2005,23262.408,
ARG,2006,24877.25,
ARG,2007,26850.664,
ARG,2008,27658.484,
ARG,2009,25747.197,
ARG,2010,28056.258,
ARG,2011,29425.76,
ARG,2012,28825.967,
ARG,2013,29227.66,
ARG,2014,28200.814,
ARG,2015,28669.207,
ARG,2016,27802.105,
ARG,2017,28334.904,
ARG,2018,27367.115,
ARG,2019,26629.553,
ARG,2020,23877.094,
ARG,2021,26300.273,
ARG,2022,27627.963,
ARG,2023,27104.98,South America
ARG,2024,26547.05,
ARM,1990,6137.6006,
ARM,1991,5326.753,
ARM,1992,3136.7244,
ARM,1993,2958.8804,
ARM,1994,3200.8965,
ARM,1995,3480.7559,
ARM,1996,3717.3357,
ARM,1997,3879.1794,
ARM,1998,4211.5127,
ARM,1999,4406.9673,
ARM,2000,4589.0083,
ARM,2001,5044.1167,
ARM,2002,5731.3535,
ARM,2003,6569.2603,
ARM,2004,7299.4,
ARM,2005,8362.9,
ARM,2006,9525.231,
ARM,2007,10898.849,
ARM,2008,11727.482,
ARM,2009,10143.235,
ARM,2010,10438.564,
ARM,2011,10990.177,
ARM,2012,11796.274,
ARM,2013,12194.019,
ARM,2014,12667.376,
ARM,2015,13112.76,
ARM,2016,13192.994,
ARM,2017,14243.875,
ARM,2018,15037.045,
ARM,2019,16215.36,
ARM,2020,15052.936,
ARM,2021,15921.705,
ARM,2022,17886.178,
ARM,2023,19402.752,Asia
ARM,2024,20078.785,
ABW,1990,34579.22,
ABW,1991,35552.086,
ABW,1992,35947.37,
ABW,1993,36124.305,
ABW,1994,37118.273,
ABW,1995,37009.65,
ABW,1996,35997.855,
ABW,1997,37070.01,
ABW,1998,36889.42,
ABW,1999,36842.957,
ABW,2000,39244.83,
ABW,2001,40505.53,
ABW,2002,39846.062,
ABW,2003,39832.58,
ABW,2004,41834.926,
ABW,2005,40608.82,
ABW,2006,40335.418,
ABW,2007,41272.28,
ABW,2008,41710.496,
ABW,2009,36590.56,
ABW,2010,35508.594,
ABW,2011,36435.555,
ABW,2012,35530.26,
ABW,2013,37255.35,
ABW,2014,36275.68,
ABW,2015,35682.3,
ABW,2016,36021.832,
ABW,2017,38558.004,
ABW,2018,39419.555,
ABW,2019,38435.426,
ABW,2020,28521.69,
ABW,2021,35696.31,
ABW,2022,38877.676,
ABW,2023,40516.81,North America
AUS,1990,36205.273,
AUS,1991,35610.08,
AUS,1992,35364.43,
AUS,1993,36469.67,
AUS,1994,37557.84,
AUS,1995,38585.17,
AUS,1996,39592.535,
AUS,1997,40699.117,
AUS,1998,42174.535,
AUS,1999,43813.004,
AUS,2000,45013.01,
AUS,2001,45338.684,
AUS,2002,46609.746,
AUS,2003,47500.836,
AUS,2004,48980.895,
AUS,2005,49914.516,
AUS,2006,50602.35,
AUS,2007,51562.094,
AUS,2008,52351.586,
AUS,2009,52254.324,
AUS,2010,52589.816,
AUS,2011,53112.53,
AUS,2012,54237.594,
AUS,2013,54699.35,
AUS,2014,55288.117,
AUS,2015,55691.7,
AUS,2016,56341.52,
AUS,2017,56684.65,
AUS,2018,57450.383,
AUS,2019,57837.062,
AUS,2020,57059.742,
AUS,2021,58182.336,
AUS,2022,59883.65,
AUS,2023,60461.156,Oceania
AUS,2024,60082.004,
AUT,1990,43310.914,
AUT,1991,44356.434,
AUT,1992,44789.395,
AUT,1993,44655.582,
AUT,1994,45552.605,
AUT,1995,46696.395,
AUT,1996,47666.676,
AUT,1997,48634.38,
AUT,1998,50277.92,
AUT,1999,52067.934,
AUT,2000,53599.61,
AUT,2001,54098.027,
AUT,2002,54631.6,
AUT,2003,54986.742,
AUT,2004,56048.48,
AUT,2005,56959.637,
AUT,2006,58531.51,
AUT,2007,60544.633,
AUT,2008,61232.55,
AUT,2009,58882.14,
AUT,2010,59803.37,
AUT,2011,61346.96,
AUT,2012,61451.55,
AUT,2013,60937.258,
AUT,2014,60919.84,
AUT,2015,61026,
AUT,2016,61647.78,
AUT,2017,62612.14,
AUT,2018,63855.78,
AUT,2019,64688.145,
AUT,2020,60349.902,
AUT,2021,62968.94,
AUT,2022,65661.45,
AUT,2023,64394.09,Europe
AUT,2024,63314.46,
OWID_AUH,2023,,Europe
AZE,1990,10776.067,
AZE,1991,10559.212,
AZE,1992,8050.2163,
AZE,1993,6097.4863,
AZE,1994,4830.699,
AZE,1995,4211.721,
AZE,1996,4223.523,
AZE,1997,4425.5884,
AZE,1998,4822.16,
AZE,1999,5133.748,
AZE,2000,5656.9297,
AZE,2001,6168.9854,
AZE,2002,6701.0815,
AZE,2003,7329.4062,
AZE,2004,7937.8594,
AZE,2005,10054.101,
AZE,2006,13371.658,
AZE,2007,16587.365,
AZE,2008,17963.021,
AZE,2009,19242.39,
AZE,2010,19925.39,
AZE,2011,19358.078,
AZE,2012,19523.373,
AZE,2013,20398.646,
AZE,2014,20709.201,
AZE,2015,20678.754,
AZE,2016,19822.41,
AZE,2017,19659.004,
AZE,2018,19781.852,
AZE,2019,20101.492,
AZE,2020,19126.098,
AZE,2021,20111.375,
AZE,2022,21051.244,
AZE,2023,21310.738,Asia
AZE,2024,22072.105,
BHS,1990,33072.08,
BHS,1991,31148.826,
BHS,1992,29412.807,
BHS,1993,28955.28,
BHS,1994,29346.287,
BHS,1995,30128.117,
BHS,1996,30907.744,
BHS,1997,30838.947,
BHS,1998,31836.447,
BHS,1999,33657.72,
BHS,2000,34597.074,
BHS,2001,35072.277,
BHS,2002,35610.59,
BHS,2003,34740.676,
BHS,2004,34617.72,
BHS,2005,35365.38,
BHS,2006,35789.043,
BHS,2007,35797.027,
BHS,2008,34497.95,
BHS,2009,32630.182,
BHS,2010,32711.377,
BHS,2011,32535.58,
BHS,2012,33667.496,
BHS,2013,32402.836,
BHS,2014,32712.662,
BHS,2015,32777.395,
BHS,2016,32172.229,
BHS,2017,33049.87,
BHS,2018,33650.24,
BHS,2019,33202.355,
BHS,2020,26452.525,
BHS,2021,31064.682,
BHS,2022,34342.79,
BHS,2023,35221.31,North America
BHS,2024,36244.035,
BHR,1990,41856.543,
BHR,1991,47644.023,
BHR,1992,49511.95,
BHR,1993,54433.137,
BHR,1994,52886.58,
BHR,1995,53537.684,
BHR,1996,54289.438,
BHR,1997,54512.855,
BHR,1998,55638.695,
BHR,1999,56522.227,
BHR,2000,57968.996,
BHR,2001,57280.7,
BHR,2002,55096.656,
BHR,2003,54431.875,
BHR,2004,54045.094,
BHR,2005,53478.266,
BHR,2006,52691.934,
BHR,2007,52731.793,
BHR,2008,52765.39,
BHR,2009,50665.75,
BHR,2010,50704.848,
BHR,2011,53132.33,
BHR,2012,54516.84,
BHR,2013,55376.402,
BHR,2014,55065.82,
BHR,2015,54149.914,
BHR,2016,54107.074,
BHR,2017,53859.773,
BHR,2018,54893.074,
BHR,2019,56749.96,
BHR,2020,53814.246,
BHR,2021,54954.676,
BHR,2022,57572.996,
BHR,2023,57819.906,Asia
BHR,2024,59129.14,
BGD,1990,2069.7822,
BGD,1991,2101.3835,
BGD,1992,2174.3823,
BGD,1993,2234.81,
BGD,1994,2279.0942,
BGD,1995,2351.7039,
BGD,1996,2413.543,
BGD,1997,2475.5957,
BGD,1998,2555.0613,
BGD,1999,2624.0654,
BGD,2000,2712.935,
BGD,2001,2803.5547,
BGD,2002,2866.4346,
BGD,2003,2958.915,
BGD,2004,3071.838,
BGD,2005,3231.6138,
BGD,2006,3407.4272,
BGD,2007,3608.9155,
BGD,2008,3787.9382,
BGD,2009,3942.1362,
BGD,2010,4125.464,
BGD,2011,4352.4263,
BGD,2012,4592.0483,
BGD,2013,4822.726,
BGD,2014,5068.6396,
BGD,2015,5352.7114,
BGD,2016,5682.5356,
BGD,2017,6005.707,
BGD,2018,6392.5933,
BGD,2019,6838.326,
BGD,2020,7015.1978,
BGD,2021,7441.0693,
BGD,2022,7888.164,
BGD,2023,8242.398,Asia
BGD,2024,8486.785,
BRB,1990,16976.762,
BRB,1991,16264.93,
BRB,1992,15286.356,
BRB,1993,15362.728,
BRB,1994,15636.116,
BRB,1995,15925.521,
BRB,1996,16543.328,
BRB,1997,17320.367,
BRB,1998,17963.139,
BRB,1999,18017.693,
BRB,2000,18851.576,
BRB,2001,18380.26,
BRB,2002,18404.15,
BRB,2003,18689.342,
BRB,2004,18845.24,
BRB,2005,19488.002,
BRB,2006,20571.81,
BRB,2007,20899.99,
BRB,2008,20922.408,
BRB,2009,19770.527,
BRB,2010,19253.408,
BRB,2011,19050.566,
BRB,2012,18936.088,
BRB,2013,18695.684,
BRB,2014,18665.178,
BRB,2015,18464.664,
BRB,2016,18754.666,
BRB,2017,18740.35,
BRB,2018,18484.697,
BRB,2019,18572.51,
BRB,2020,15749.038,
BRB,2021,15683.885,
BRB,2022,18469.576,
BRB,2023,19224.463,North America
BRB,2024,19945.736,
BLR,1990,12351.636,
BLR,1991,12197.788,
BLR,1992,11002.602,
BLR,1993,10143.984,
BLR,1994,8967.73,
BLR,1995,8061.196,
BLR,1996,8314.856,
BLR,1997,9301.327,
BLR,1998,10128.156,
BLR,1999,10519.749,
BLR,2000,11182.455,
BLR,2001,11771.087,
BLR,2002,12443.933,
BLR,2003,13413.927,
BLR,2004,15052.118,
BLR,2005,16579.873,
BLR,2006,18349.871,
BLR,2007,20019.611,
BLR,2008,22137.947,
BLR,2009,22236.838,
BLR,2010,24012.613,
BLR,2011,25404.756,
BLR,2012,25879.133,
BLR,2013,26147.625,
BLR,2014,26564.436,
BLR,2015,25513.213,
BLR,2016,24846.83,
BLR,2017,25503.98,
BLR,2018,26363.463,
BLR,2019,26798.82,
BLR,2020,26731.496,
BLR,2021,27611.18,
BLR,2022,26537.508,
BLR,2023,27782.438,Europe
BLR,2024,29037.53,
BEL,1990,41658.43,
BEL,1991,42264.715,
BEL,1992,42737.895,
BEL,1993,42161.79,
BEL,1994,43388.41,
BEL,1995,44330.176,
BEL,1996,44828.293,
BEL,1997,46416.473,
BEL,1998,47226.137,
BEL,1999,48787.28,
BEL,2000,50477.992,
BEL,2001,50857.824,
BEL,2002,51494.562,
BEL,2003,51811.69,
BEL,2004,53430.254,
BEL,2005,54370.87,
BEL,2006,55392.05,
BEL,2007,57008.6,
BEL,2008,56812.79,
BEL,2009,55283.086,
BEL,2010,56265.016,
BEL,2011,56610.266,
BEL,2012,56381.688,
BEL,2013,56287.996,
BEL,2014,57028.06,
BEL,2015,57534.4,
BEL,2016,57927.043,
BEL,2017,58555.152,
BEL,2018,59383.88,
BEL,2019,60506.66,
BEL,2020,57358.836,
BEL,2021,60669.215,
BEL,2022,62744.203,
BEL,2023,62920.645,Europe
BEL,2024,63083.184,
BLZ,1990,8243.732,
BLZ,1991,9019.605,
BLZ,1992,9957.971,
BLZ,1993,10356.671,
BLZ,1994,10136.446,
BLZ,1995,9958.204,
BLZ,1996,9773.262,
BLZ,1997,9852.857,
BLZ,1998,9884.917,
BLZ,1999,10450.553,
BLZ,2000,11352.719,
BLZ,2001,11555.907,
BLZ,2002,11816.598,
BLZ,2003,12577.097,
BLZ,2004,12794.806,
BLZ,2005,12702.742,
BLZ,2006,12900.111,
BLZ,2007,12962.467,
BLZ,2008,12398.513,
BLZ,2009,12024.196,
BLZ,2010,11868.438,
BLZ,2011,11584.285,
BLZ,2012,11761.563,
BLZ,2013,12026.071,
BLZ,2014,12249.222,
BLZ,2015,12339.48,
BLZ,2016,12062.798,
BLZ,2017,11574.452,
BLZ,2018,11486.803,
BLZ,2019,11803.088,
BLZ,2020,10032.545,
BLZ,2021,11677.461,
BLZ,2022,12569.818,
BLZ,2023,12455.296,North America
BLZ,2024,13277.936,
BEN,1990,2207.0679,
BEN,1991,2230.4604,
BEN,1992,2226.5667,
BEN,1993,2254.2456,
BEN,1994,2215.3662,
BEN,1995,2300.141,
BEN,1996,2337.6304,
BEN,1997,2399.786,
BEN,1998,2419.1,
BEN,1999,2470.685,
BEN,2000,2536.169,
BEN,2001,2591.065,
BEN,2002,2630.1807,
BEN,2003,2639.0437,
BEN,2004,2672.844,
BEN,2005,2632.4724,
BEN,2006,2652.2185,
BEN,2007,2729.1375,
BEN,2008,2777.6196,
BEN,2009,2758.0725,
BEN,2010,2733.574,
BEN,2011,2732.0125,
BEN,2012,2779.7266,
BEN,2013,2893.0466,
BEN,2014,2987.3823,
BEN,2015,2952.0022,
BEN,2016,2962.6638,
BEN,2017,3041.7793,
BEN,2018,3155.4512,
BEN,2019,3281.1047,
BEN,2020,3317.8596,
BEN,2021,3464.2886,
BEN,2022,3588.3252,
BEN,2023,3721.2126,Africa
BEN,2024,3901.326,
BMU,1990,79747.484,
BMU,1991,76365.05,
BMU,1992,75766.695,
BMU,1993,77503.46,
BMU,1994,77470.3,
BMU,1995,80427.24,
BMU,1996,82122.78,
BMU,1997,85380.836,
BMU,1998,88034.81,
BMU,1999,90290.56,
BMU,2000,98019.93,
BMU,2001,104560.836,
BMU,2002,102559.766,
BMU,2003,105642.98,
BMU,2004,107803.2,
BMU,2005,109335.38,
BMU,2006,115170.9,
BMU,2007,118691.07,
BMU,2008,115942.73,
BMU,2009,108962.82,
BMU,2010,105968.875,
BMU,2011,101989.93,
BMU,2012,96711.07,
BMU,2013,96549.79,
BMU,2014,93042.27,
BMU,2015,93859.875,
BMU,2016,93265.07,
BMU,2017,96437.195,
BMU,2018,95639.23,
BMU,2019,95519.92,
BMU,2020,88618.086,
BMU,2021,92319.67,
BMU,2022,98145.17,
BMU,2023,103052.35,North America
BMU,2024,105322.914,
BTN,1990,3411.3838,
BTN,1991,3338.0095,
BTN,1992,3624.598,
BTN,1993,3850.5513,
BTN,1994,4042.4941,
BTN,1995,4379.8706,
BTN,1996,4616.92,
BTN,1997,4778.705,
BTN,1998,4965.8765,
BTN,1999,5241.3667,
BTN,2000,5287.574,
BTN,2001,5545.6304,
BTN,2002,5991.255,
BTN,2003,6323.541,
BTN,2004,6517.997,
BTN,2005,6850.804,
BTN,2006,7140.856,
BTN,2007,8195.07,
BTN,2008,8470.035,
BTN,2009,9019.118,
BTN,2010,9985.284,
BTN,2011,10714.687,
BTN,2012,11143.944,
BTN,2013,11212.4795,
BTN,2014,11744.519,
BTN,2015,12400.298,
BTN,2016,13320.976,
BTN,2017,13482.343,
BTN,2018,13854.8545,
BTN,2019,14555.188,
BTN,2020,12979.937,
BTN,2021,13458.8125,
BTN,2022,14061.3125,
BTN,2023,14645.266,Asia
BOL,1990,5124.488,
BOL,1991,5283.118,
BOL,1992,5261.6616,
BOL,1993,5378.544,
BOL,1994,5521.66,
BOL,1995,5671.822,
BOL,1996,5810.6743,
BOL,1997,5989.4146,
BOL,1998,6180.55,
BOL,1999,6099.5117,
BOL,2000,6146.0293,
BOL,2001,6144.9785,
BOL,2002,6193.2637,
BOL,2003,6255.5156,
BOL,2004,6407.838,
BOL,2005,6579.3125,
BOL,2006,6778.385,
BOL,2007,6967.57,
BOL,2008,7272.166,
BOL,2009,7392.1626,
BOL,2010,7571.678,
BOL,2011,7837.493,
BOL,2012,8108.205,
BOL,2013,8524.032,
BOL,2014,8851.712,
BOL,2015,9141.929,
BOL,2016,9390.791,
BOL,2017,9642.813,
BOL,2018,9907.0625,
BOL,2019,9985.23,
BOL,2020,9000.976,
BOL,2021,9454.198,
BOL,2022,9681.707,
BOL,2023,9843.97,South America
BOL,2024,9844.276,
BES,2023,,North America
BIH,1990,2413.1367,
BIH,1991,2182.801,
BIH,1992,2150.1965,
BIH,1993,2281.132,
BIH,1994,2656.9207,
BIH,1995,3089.3523,
BIH,1996,4567.466,
BIH,1997,6018.9614,
BIH,1998,6897.0063,
BIH,1999,7478.8203,
BIH,2000,7827.902,
BIH,2001,7979.8687,
BIH,2002,8363.914,
BIH,2003,8707.065,
BIH,2004,9341.728,
BIH,2005,9811.211,
BIH,2006,10426.948,
BIH,2007,11174.76,
BIH,2008,11979.741,
BIH,2009,11822.724,
BIH,2010,12138.83,
BIH,2011,12483.503,
BIH,2012,12622.734,
BIH,2013,13131.355,
BIH,2014,13454.384,
BIH,2015,14219.543,
BIH,2016,14873.068,
BIH,2017,15554.06,
BIH,2018,16348.134,
BIH,2019,17028.643,
BIH,2020,16746.39,
BIH,2021,18285.672,
BIH,2022,19297.072,
BIH,2023,19803.846,Europe
BIH,2024,20428.525,
BWA,1990,10520.918,
BWA,1991,11001.802,
BWA,1992,11008.681,
BWA,1993,10902.951,
BWA,1994,10989.67,
BWA,1995,11457.699,
BWA,1996,11832.938,
BWA,1997,12526.353,
BWA,1998,12306.25,
BWA,1999,13207.447,
BWA,2000,13185.817,
BWA,2001,12949.641,
BWA,2002,13479.696,
BWA,2003,13857.259,
BWA,2004,13984.842,
BWA,2005,14361.958,
BWA,2006,15275.583,
BWA,2007,15850.234,
BWA,2008,16040.315,
BWA,2009,13489.951,
BWA,2010,14545.02,
BWA,2011,15236.719,
BWA,2012,14957.619,
BWA,2013,16369.425,
BWA,2014,17052.193,
BWA,2015,15994.964,
BWA,2016,16905.588,
BWA,2017,17352.896,
BWA,2018,17825.02,
BWA,2019,18106.01,
BWA,2020,16289.392,
BWA,2021,17960.625,
BWA,2022,18647.373,
BWA,2023,18932.48,Africa
BWA,2024,18068.506,
BRA,1990,12633.288,
BRA,1991,12546.561,
BRA,1992,12271.979,
BRA,1993,12669.429,
BRA,1994,13202.931,
BRA,1995,13550.439,
BRA,1996,13641.63,
BRA,1997,13896.625,
BRA,1998,13737.703,
BRA,1999,13602.414,
BRA,2000,14005.348,
BRA,2001,14016.132,
BRA,2002,14265.905,
BRA,2003,14259.366,
BRA,2004,14911.261,
BRA,2005,15221.014,
BRA,2006,15657.4795,
BRA,2007,16440.584,
BRA,2008,17113.367,
BRA,2009,16939.441,
BRA,2010,18062.158,
BRA,2011,18627.81,
BRA,2012,18832.219,
BRA,2013,19241.506,
BRA,2014,19183.172,
BRA,2015,18357.068,
BRA,2016,17620.928,
BRA,2017,17724.48,
BRA,2018,17917.75,
BRA,2019,18018.621,
BRA,2020,17327.516,
BRA,2021,18075.705,
BRA,2022,18554.047,
BRA,2023,19079.812,South America
BRA,2024,19647.91,
IOT,2023,,Asia
VGB,2023,,North America
BRN,1990,118163.68,
BRN,1991,118220.69,
BRN,1992,111457.22,
BRN,1993,107899.13,
BRN,1994,106239.234,
BRN,1995,105043.85,
BRN,1996,102522.125,
BRN,1997,106503.42,
BRN,1998,97171.64,
BRN,1999,99083.32,
BRN,2000,100323.44,
BRN,2001,99680.766,
BRN,2002,101571.586,
BRN,2003,103226.914,
BRN,2004,101497.76,
BRN,2005,99795.69,
BRN,2006,102248.51,
BRN,2007,96752.62,
BRN,2008,91275.5,
BRN,2009,87875.83,
BRN,2010,88586.516,
BRN,2011,90279.664,
BRN,2012,89718.46,
BRN,2013,86606.65,
BRN,2014,83310.62,
BRN,2015,81910.19,
BRN,2016,78880.625,
BRN,2017,78966.87,
BRN,2018,78099.05,
BRN,2019,80228.16,
BRN,2020,80280.9,
BRN,2021,78248.8,
BRN,2022,76357.83,
BRN,2023,76616.7,Asia
BRN,2024,79184.09,
BGR,1990,14954.217,
BGR,1991,13827.556,
BGR,1992,12960.393,
BGR,1993,12870.809,
BGR,1994,13149.379,
BGR,1995,13586.095,
BGR,1996,14367.21,
BGR,1997,12414.573,
BGR,1998,12971.246,
BGR,1999,11948.973,
BGR,2000,12558.974,
BGR,2001,13301.355,
BGR,2002,14391.43,
BGR,2003,15265.574,
BGR,2004,16382.618,
BGR,2005,17671.193,
BGR,2006,19017.182,
BGR,2007,20432.344,
BGR,2008,21837.502,
BGR,2009,21242.994,
BGR,2010,21715.879,
BGR,2011,22312.395,
BGR,2012,22610.057,
BGR,2013,22945.514,
BGR,2014,23446.406,
BGR,2015,24553.145,
BGR,2016,25626.824,
BGR,2017,26681.43,
BGR,2018,27739.502,
BGR,2019,29199.834,
BGR,2020,28545.709,
BGR,2021,30971.914,
BGR,2022,32433.15,
BGR,2023,33139.938,Europe
BGR,2024,34083.234,
BFA,1990,1107.856,
BFA,1991,1178.077,
BFA,1992,1152.0448,
BFA,1993,1162.6493,
BFA,1994,1148.6072,
BFA,1995,1183.5286,
BFA,1996,1280.696,
BFA,1997,1326.9423,
BFA,1998,1385.0931,
BFA,1999,1444.5669,
BFA,2000,1428.574,
BFA,2001,1477.2849,
BFA,2002,1494.678,
BFA,2003,1561.8331,
BFA,2004,1581.2562,
BFA,2005,1664.9955,
BFA,2006,1714.7604,
BFA,2007,1731.9304,
BFA,2008,1779.3271,
BFA,2009,1779.323,
BFA,2010,1873.9714,
BFA,2011,1939.8666,
BFA,2012,2003.6647,
BFA,2013,2057.064,
BFA,2014,2083.1985,
BFA,2015,2101.7026,
BFA,2016,2162.7258,
BFA,2017,2232.2878,
BFA,2018,2316.3943,
BFA,2019,2391.5364,
BFA,2020,2380.9316,
BFA,2021,2486.431,
BFA,2022,2466.0532,
BFA,2023,2482.0723,Africa
BFA,2024,2547.9326,
BDI,1990,1396.0776,
BDI,1991,1435.8196,
BDI,1992,1412.0605,
BDI,1993,1366.2921,
BDI,1994,1305.452,
BDI,1995,1132.2188,
BDI,1996,1040.9224,
BDI,1997,1024.45,
BDI,1998,1052.807,
BDI,1999,1017.4978,
BDI,2000,988.03687,
BDI,2001,983.39685,
BDI,2002,998.5613,
BDI,2003,955.6692,
BDI,2004,965.2041,
BDI,2005,938.3816,
BDI,2006,954.19086,
BDI,2007,951.2901,
BDI,2008,957.22266,
BDI,2009,944.62994,
BDI,2010,947.6214,
BDI,2011,951.1885,
BDI,2012,958.6574,
BDI,2013,970.37537,
BDI,2014,977.76587,
BDI,2015,918.5572,
BDI,2016,897.45905,
BDI,2017,880.99347,
BDI,2018,868.5555,
BDI,2019,855.7327,
BDI,2020,833.9202,
BDI,2021,836.6656,
BDI,2022,829.38715,
BDI,2023,828.58295,Africa
BDI,2024,835.62085,
KHM,1990,2646.098,
KHM,1991,2731.3796,
KHM,1992,2769.4883,
KHM,1993,2714.5916,
KHM,1994,1650.391,
KHM,1995,1672.7393,
KHM,1996,1643.0157,
KHM,1997,1595.1713,
KHM,1998,1602.3837,
KHM,1999,1775.4124,
KHM,2000,1922.0317,
