Country Code,Year,GDP PPP (2021 international constant $)
KIR,2020,357451046.4
KIR,2021,387761958.2
KIR,2022,405468433
KIR,2023,416221499.9
KIR,2024,438143467.1
PRK,1960,
PRK,1961,
PRK,1962,
PRK,1963,
PRK,1964,
PRK,1965,
PRK,1966,
PRK,1967,
PRK,1968,
PRK,1969,
PRK,1970,
PRK,1971,
PRK,1972,
PRK,1973,
PRK,1974,
PRK,1975,
PRK,1976,
PRK,1977,
PRK,1978,
PRK,1979,
PRK,1980,
PRK,1981,
PRK,1982,
PRK,1983,
PRK,1984,
PRK,1985,
PRK,1986,
PRK,1987,
PRK,1988,
PRK,1989,
PRK,1990,
PRK,1991,
PRK,1992,
PRK,1993,
PRK,1994,
PRK,1995,
PRK,1996,
PRK,1997,
PRK,1998,
PRK,1999,
PRK,2000,
PRK,2001,
PRK,2002,
PRK,2003,
PRK,2004,
PRK,2005,
PRK,2006,
PRK,2007,
PRK,2008,
PRK,2009,
PRK,2010,
PRK,2011,
PRK,2012,
PRK,2013,
PRK,2014,
PRK,2015,
PRK,2016,
PRK,2017,
PRK,2018,
PRK,2019,
PRK,2020,
PRK,2021,
PRK,2022,
PRK,2023,
PRK,2024,
KOR,1960,
KOR,1961,
KOR,1962,
KOR,1963,
KOR,1964,
KOR,1965,
KOR,1966,
KOR,1967,
KOR,1968,
KOR,1969,
KOR,1970,
KOR,1971,
KOR,1972,
KOR,1973,
KOR,1974,
KOR,1975,
KOR,1976,
KOR,1977,
KOR,1978,
KOR,1979,
KOR,1980,
KOR,1981,
KOR,1982,
KOR,1983,
KOR,1984,
KOR,1985,
KOR,1986,
KOR,1987,
KOR,1988,
KOR,1989,
KOR,1990,5.9331E+11
KOR,1991,6.57258E+11
KOR,1992,6.97999E+11
KOR,1993,7.46003E+11
KOR,1994,8.15148E+11
KOR,1995,8.93521E+11
KOR,1996,9.64026E+11
KOR,1997,1.02351E+12
KOR,1998,9.71011E+11
KOR,1999,1.08236E+12
KOR,2000,1.18043E+12
KOR,2001,1.23771E+12
KOR,2002,1.33332E+12
KOR,2003,1.37528E+12
KOR,2004,1.44676E+12
KOR,2005,1.5091E+12
KOR,2006,1.58854E+12
KOR,2007,1.68067E+12
KOR,2008,1.73131E+12
KOR,2009,1.74503E+12
KOR,2010,1.86378E+12
KOR,2011,1.93247E+12
KOR,2012,1.9789E+12
KOR,2013,2.04153E+12
KOR,2014,2.1069E+12
KOR,2015,2.16609E+12
KOR,2016,2.22992E+12
KOR,2017,2.30038E+12
KOR,2018,2.36726E+12
KOR,2019,2.42038E+12
KOR,2020,2.40321E+12
KOR,2021,2.50666E+12
KOR,2022,2.57215E+12
KOR,2023,2.60705E+12
KOR,2024,
XKX,1960,
XKX,1961,
XKX,1962,
XKX,1963,
XKX,1964,
XKX,1965,
XKX,1966,
XKX,1967,
XKX,1968,
XKX,1969,
XKX,1970,
XKX,1971,
XKX,1972,
XKX,1973,
XKX,1974,
XKX,1975,
XKX,1976,
XKX,1977,
XKX,1978,
XKX,1979,
XKX,1980,
XKX,1981,
XKX,1982,
XKX,1983,
XKX,1984,
XKX,1985,
XKX,1986,
XKX,1987,
XKX,1988,
XKX,1989,
XKX,1990,
XKX,1991,
XKX,1992,
XKX,1993,
XKX,1994,
XKX,1995,
XKX,1996,
XKX,1997,
XKX,1998,
XKX,1999,
XKX,2000,
XKX,2001,
XKX,2002,
XKX,2003,
XKX,2004,
XKX,2005,
XKX,2006,
XKX,2007,
XKX,2008,12783215864
XKX,2009,13426832137
XKX,2010,14090111060
XKX,2011,14980579340
XKX,2012,15237076214
XKX,2013,16050857846
XKX,2014,16588369742
XKX,2015,17569776062
XKX,2016,18548724461
XKX,2017,19443822031
XKX,2018,20106201547
XKX,2019,21062613457
XKX,2020,19937811875
XKX,2021,22080260570
XKX,2022,23024964288
XKX,2023,23961533956
XKX,2024,25018893739
KWT,1960,
KWT,1961,
KWT,1962,
KWT,1963,
KWT,1964,
KWT,1965,
KWT,1966,
KWT,1967,
KWT,1968,
KWT,1969,
KWT,1970,
KWT,1971,
KWT,1972,
KWT,1973,
KWT,1974,
KWT,1975,
KWT,1976,
KWT,1977,
KWT,1978,
KWT,1979,
KWT,1980,
KWT,1981,
KWT,1982,
KWT,1983,
KWT,1984,
KWT,1985,
KWT,1986,
KWT,1987,
KWT,1988,
KWT,1989,
KWT,1990,65594963015
KWT,1991,38695917893
KWT,1992,70739747861
KWT,1993,94784518907
KWT,1994,1.02781E+11
KWT,1995,1.07774E+11
KWT,1996,1.08426E+11
KWT,1997,1.11108E+11
KWT,1998,1.15177E+11
KWT,1999,1.13116E+11
KWT,2000,1.18427E+11
KWT,2001,1.18679E+11
KWT,2002,1.22257E+11
KWT,2003,1.43439E+11
KWT,2004,1.58127E+11
KWT,2005,1.74903E+11
KWT,2006,1.88047E+11
KWT,2007,1.99314E+11
KWT,2008,2.04256E+11
KWT,2009,1.89803E+11
KWT,2010,1.85304E+11
KWT,2011,2.03146E+11
KWT,2012,2.16606E+11
KWT,2013,2.19096E+11
KWT,2014,2.20193E+11
KWT,2015,2.21498E+11
KWT,2016,2.2798E+11
KWT,2017,2.17237E+11
KWT,2018,2.23196E+11
KWT,2019,2.28249E+11
KWT,2020,2.17253E+11
KWT,2021,2.20886E+11
KWT,2022,2.35815E+11
KWT,2023,2.31884E+11
KWT,2024,2.25947E+11
KGZ,1960,
KGZ,1961,
KGZ,1962,
KGZ,1963,
KGZ,1964,
KGZ,1965,
KGZ,1966,
KGZ,1967,
KGZ,1968,
KGZ,1969,
KGZ,1970,
KGZ,1971,
KGZ,1972,
KGZ,1973,
KGZ,1974,
KGZ,1975,
KGZ,1976,
KGZ,1977,
KGZ,1978,
KGZ,1979,
KGZ,1980,
KGZ,1981,
KGZ,1982,
KGZ,1983,
KGZ,1984,
KGZ,1985,
KGZ,1986,
KGZ,1987,
KGZ,1988,
KGZ,1989,
KGZ,1990,26767574230
KGZ,1991,24641178145
KGZ,1992,21231371882
KGZ,1993,17949144416
KGZ,1994,14344030250
KGZ,1995,13566035593
KGZ,1996,14527121709
KGZ,1997,15967522710
KGZ,1998,16306327241
KGZ,1999,16902452224
KGZ,2000,17822509598
KGZ,2001,18770956085
KGZ,2002,18767704089
KGZ,2003,20087128713
KGZ,2004,21498613569
KGZ,2005,21460880191
KGZ,2006,22126789572
KGZ,2007,24017053497
KGZ,2008,26034874118
KGZ,2009,26786317277
KGZ,2010,26660001953
KGZ,2011,28247944797
KGZ,2012,28223044177
KGZ,2013,31303721942
KGZ,2014,32563395806
KGZ,2015,33825496187
KGZ,2016,35292120966
KGZ,2017,36964945345
KGZ,2018,38354054773
KGZ,2019,40118581257
KGZ,2020,37250512879
KGZ,2021,39301901464
KGZ,2022,42826301522
KGZ,2023,46686361488
KGZ,2024,50906871855
LAO,1960,
LAO,1961,
LAO,1962,
LAO,1963,
LAO,1964,
LAO,1965,
LAO,1966,
LAO,1967,
LAO,1968,
LAO,1969,
LAO,1970,
LAO,1971,
LAO,1972,
LAO,1973,
LAO,1974,
LAO,1975,
LAO,1976,
LAO,1977,
LAO,1978,
LAO,1979,
LAO,1980,
LAO,1981,
LAO,1982,
LAO,1983,
LAO,1984,
LAO,1985,
LAO,1986,
LAO,1987,
LAO,1988,
LAO,1989,
LAO,1990,8647627883
LAO,1991,9019178718
LAO,1992,9520632227
LAO,1993,10083544992
LAO,1994,10906263296
LAO,1995,11673110406
LAO,1996,12481861284
LAO,1997,13339626184
LAO,1998,13868890272
LAO,1999,14882203552
LAO,2000,15745190142
LAO,2001,16650761036
LAO,2002,17636276903
LAO,2003,18706270229
LAO,2004,19895557925
LAO,2005,21309648307
LAO,2006,23146383623
LAO,2007,24904774760
LAO,2008,26853549169
LAO,2009,28868041983
LAO,2010,31329592648
LAO,2011,33848069787
LAO,2012,36564749186
LAO,2013,39499545733
LAO,2014,42506236713
LAO,2015,45596468110
LAO,2016,48798633404
LAO,2017,52162094276
LAO,2018,55421161066
LAO,2019,58445901222
LAO,2020,58739902708
LAO,2021,60225053628
LAO,2022,61855602706
LAO,2023,64172516512
LAO,2024,66905147347
LTE,1960,
LTE,1961,
LTE,1962,
LTE,1963,
LTE,1964,
LTE,1965,
LTE,1966,
LTE,1967,
LTE,1968,
LTE,1969,
LTE,1970,
LTE,1971,
LTE,1972,
LTE,1973,
LTE,1974,
LTE,1975,
LTE,1976,
LTE,1977,
LTE,1978,
LTE,1979,
LTE,1980,
LTE,1981,
LTE,1982,
LTE,1983,
LTE,1984,
LTE,1985,
LTE,1986,
LTE,1987,
LTE,1988,
LTE,1989,
LTE,1990,1.22363E+13
LTE,1991,1.21391E+13
LTE,1992,1.18815E+13
LTE,1993,1.21413E+13
LTE,1994,1.23878E+13
LTE,1995,1.29399E+13
LTE,1996,1.34751E+13
LTE,1997,1.41229E+13
LTE,1998,1.4353E+13
LTE,1999,1.50003E+13
LTE,2000,1.60608E+13
LTE,2001,1.68639E+13
LTE,2002,1.78426E+13
LTE,2003,1.90491E+13
LTE,2004,2.05629E+13
LTE,2005,2.20932E+13
LTE,2006,2.40757E+13
LTE,2007,2.6431E+13
LTE,2008,2.81895E+13
LTE,2009,2.88765E+13
LTE,2010,3.10483E+13
LTE,2011,3.31294E+13
LTE,2012,3.4979E+13
LTE,2013,3.67887E+13
LTE,2014,3.85426E+13
LTE,2015,4.00804E+13
LTE,2016,4.16856E+13
LTE,2017,4.37672E+13
LTE,2018,4.60424E+13
LTE,2019,4.81128E+13
LTE,2020,4.80067E+13
LTE,2021,5.14728E+13
LTE,2022,5.30713E+13
LTE,2023,5.5334E+13
LTE,2024,5.77849E+13
LCN,1960,
LCN,1961,
LCN,1962,
LCN,1963,
LCN,1964,
LCN,1965,
LCN,1966,
LCN,1967,
LCN,1968,
LCN,1969,
LCN,1970,
LCN,1971,
LCN,1972,
LCN,1973,
LCN,1974,
LCN,1975,
LCN,1976,
LCN,1977,
LCN,1978,
LCN,1979,
LCN,1980,
LCN,1981,
LCN,1982,
LCN,1983,
LCN,1984,
LCN,1985,
LCN,1986,
LCN,1987,
LCN,1988,
LCN,1989,
LCN,1990,5.49001E+12
LCN,1991,5.6689E+12
LCN,1992,5.83205E+12
LCN,1993,6.1064E+12
LCN,1994,6.42917E+12
LCN,1995,6.48434E+12
LCN,1996,6.73523E+12
LCN,1997,7.10082E+12
LCN,1998,7.31353E+12
LCN,1999,7.3525E+12
LCN,2000,7.61561E+12
LCN,2001,7.6457E+12
LCN,2002,7.68491E+12
LCN,2003,7.87647E+12
LCN,2004,8.29993E+12
LCN,2005,8.62534E+12
LCN,2006,9.06873E+12
LCN,2007,9.54307E+12
LCN,2008,9.89533E+12
LCN,2009,9.67077E+12
LCN,2010,1.0297E+13
LCN,2011,1.07636E+13
LCN,2012,1.10477E+13
LCN,2013,1.13639E+13
LCN,2014,1.15307E+13
LCN,2015,1.15874E+13
LCN,2016,1.15638E+13
LCN,2017,1.17894E+13
LCN,2018,1.19856E+13
LCN,2019,1.20764E+13
LCN,2020,1.12823E+13
LCN,2021,1.21113E+13
LCN,2022,1.2602E+13
LCN,2023,1.2891E+13
LCN,2024,1.3181E+13
LAC,1960,
LAC,1961,
LAC,1962,
LAC,1963,
LAC,1964,
LAC,1965,
LAC,1966,
LAC,1967,
LAC,1968,
LAC,1969,
LAC,1970,
LAC,1971,
LAC,1972,
LAC,1973,
LAC,1974,
LAC,1975,
LAC,1976,
LAC,1977,
LAC,1978,
LAC,1979,
LAC,1980,
LAC,1981,
LAC,1982,
LAC,1983,
LAC,1984,
LAC,1985,
LAC,1986,
LAC,1987,
LAC,1988,
LAC,1989,
LAC,1990,4.83421E+12
LAC,1991,4.98526E+12
LAC,1992,5.10652E+12
LAC,1993,5.34429E+12
LAC,1994,5.62888E+12
LAC,1995,5.65452E+12
LAC,1996,5.87093E+12
LAC,1997,6.18295E+12
LAC,1998,6.35603E+12
LAC,1999,6.38045E+12
LAC,2000,6.60776E+12
LAC,2001,6.61709E+12
LAC,2002,6.64278E+12
LAC,2003,6.80166E+12
LAC,2004,7.15795E+12
LAC,2005,7.43771E+12
LAC,2006,7.82162E+12
LAC,2007,8.23449E+12
LAC,2008,8.54086E+12
LAC,2009,8.33507E+12
LAC,2010,8.89285E+12
LAC,2011,9.29396E+12
LAC,2012,9.5175E+12
LAC,2013,9.78907E+12
LAC,2014,9.92715E+12
LAC,2015,9.96196E+12
LAC,2016,9.92399E+12
LAC,2017,1.01242E+13
LAC,2018,1.02871E+13
LAC,2019,1.03587E+13
LAC,2020,9.68572E+12
LAC,2021,1.03769E+13
LAC,2022,1.07875E+13
LAC,2023,1.1028E+13
LAC,2024,1.12506E+13
TLA,1960,
TLA,1961,
TLA,1962,
TLA,1963,
TLA,1964,
TLA,1965,
TLA,1966,
TLA,1967,
TLA,1968,
TLA,1969,
TLA,1970,
TLA,1971,
TLA,1972,
TLA,1973,
TLA,1974,
TLA,1975,
TLA,1976,
TLA,1977,
TLA,1978,
TLA,1979,
TLA,1980,
TLA,1981,
TLA,1982,
TLA,1983,
TLA,1984,
TLA,1985,
TLA,1986,
TLA,1987,
TLA,1988,
TLA,1989,
TLA,1990,5.29017E+12
TLA,1991,5.46411E+12
TLA,1992,5.62019E+12
TLA,1993,5.88495E+12
TLA,1994,6.19735E+12
TLA,1995,6.24588E+12
TLA,1996,6.48948E+12
TLA,1997,6.84277E+12
TLA,1998,7.04431E+12
TLA,1999,7.07445E+12
TLA,2000,7.32785E+12
TLA,2001,7.34762E+12
TLA,2002,7.38445E+12
TLA,2003,7.57324E+12
TLA,2004,7.97583E+12
TLA,2005,8.29927E+12
TLA,2006,8.73789E+12
TLA,2007,9.20661E+12
TLA,2008,9.55697E+12
TLA,2009,9.3408E+12
TLA,2010,9.95894E+12
TLA,2011,1.04197E+13
TLA,2012,1.07002E+13
TLA,2013,1.10129E+13
TLA,2014,1.1179E+13
TLA,2015,1.12363E+13
TLA,2016,1.12148E+13
TLA,2017,1.14411E+13
TLA,2018,1.16399E+13
TLA,2019,1.17268E+13
TLA,2020,1.09556E+13
TLA,2021,1.17689E+13
TLA,2022,1.2246E+13
TLA,2023,1.25289E+13
TLA,2024,1.28091E+13
LVA,1960,
LVA,1961,
LVA,1962,
LVA,1963,
LVA,1964,
LVA,1965,
LVA,1966,
LVA,1967,
LVA,1968,
LVA,1969,
LVA,1970,
LVA,1971,
LVA,1972,
LVA,1973,
LVA,1974,
LVA,1975,
LVA,1976,
LVA,1977,
LVA,1978,
LVA,1979,
LVA,1980,
LVA,1981,
LVA,1982,
LVA,1983,
LVA,1984,
LVA,1985,
LVA,1986,
LVA,1987,
LVA,1988,
LVA,1989,
LVA,1990,46628541795
LVA,1991,40755573537
LVA,1992,27665465933
LVA,1993,26286901342
LVA,1994,26862561293
LVA,1995,26608774388
LVA,1996,27220765832
LVA,1997,29717311930
LVA,1998,31663796648
LVA,1999,32556210536
LVA,2000,34457827396
LVA,2001,36684002304
LVA,2002,39496010020
LVA,2003,42825181065
LVA,2004,46561739532
LVA,2005,51970033578
LVA,2006,58635199659
LVA,2007,64741784386
LVA,2008,62547868754
LVA,2009,52515178389
LVA,2010,50592461907
LVA,2011,52128623506
LVA,2012,55936744860
LVA,2013,57109229533
LVA,2014,58305644917
LVA,2015,60511561517
LVA,2016,62055626572
LVA,2017,64164865501
LVA,2018,66930186963
LVA,2019,67382215222
LVA,2020,65044572876
LVA,2021,69560319492
LVA,2022,70817115854
LVA,2023,72838390722
LVA,2024,72516087307
LDC,1960,
LDC,1961,
LDC,1962,
LDC,1963,
LDC,1964,
LDC,1965,
LDC,1966,
LDC,1967,
LDC,1968,
LDC,1969,
LDC,1970,
LDC,1971,
LDC,1972,
LDC,1973,
LDC,1974,
LDC,1975,
LDC,1976,
LDC,1977,
LDC,1978,
LDC,1979,
LDC,1980,
LDC,1981,
LDC,1982,
LDC,1983,
LDC,1984,
LDC,1985,
LDC,1986,
LDC,1987,
LDC,1988,
LDC,1989,
LDC,1990,9.88929E+11
LDC,1991,1.00599E+12
LDC,1992,1.01116E+12
LDC,1993,1.01122E+12
LDC,1994,1.0166E+12
LDC,1995,1.07472E+12
LDC,1996,1.13535E+12
LDC,1997,1.19628E+12
LDC,1998,1.24388E+12
LDC,1999,1.29746E+12
LDC,2000,1.35628E+12
LDC,2001,1.42438E+12
LDC,2002,1.50374E+12
LDC,2003,1.58559E+12
LDC,2004,1.6917E+12
LDC,2005,1.82294E+12
LDC,2006,1.95647E+12
LDC,2007,2.10774E+12
LDC,2008,2.25035E+12
LDC,2009,2.3532E+12
LDC,2010,2.50191E+12
LDC,2011,2.62853E+12
LDC,2012,2.75769E+12
LDC,2013,2.91728E+12
LDC,2014,3.09311E+12
LDC,2015,3.25504E+12
LDC,2016,3.41369E+12
LDC,2017,3.59413E+12
LDC,2018,3.77895E+12
LDC,2019,3.98728E+12
LDC,2020,3.99059E+12
LDC,2021,4.09882E+12
LDC,2022,4.30403E+12
LDC,2023,4.44822E+12
LDC,2024,4.62739E+12
LBN,1960,
LBN,1961,
LBN,1962,
LBN,1963,
LBN,1964,
LBN,1965,
LBN,1966,
LBN,1967,
LBN,1968,
LBN,1969,
LBN,1970,
LBN,1971,
LBN,1972,
LBN,1973,
LBN,1974,
LBN,1975,
LBN,1976,
LBN,1977,
LBN,1978,
LBN,1979,
LBN,1980,
LBN,1981,
LBN,1982,
LBN,1983,
LBN,1984,
LBN,1985,
LBN,1986,
LBN,1987,
LBN,1988,
LBN,1989,
LBN,1990,19218051454
LBN,1991,28720874228
LBN,1992,33442110823
LBN,1993,37042378048
LBN,1994,40044752423
LBN,1995,42627183473
LBN,1996,47438059997
LBN,1997,47938515718
LBN,1998,49695809291
LBN,1999,49434615753
LBN,2000,50097964832
LBN,2001,52021560996
LBN,2002,53802336972
LBN,2003,55538591257
LBN,2004,59248260701
LBN,2005,60839538229
LBN,2006,61782256000
LBN,2007,67534568644
LBN,2008,73659365300
LBN,2009,81196306155
LBN,2010,87671821639
LBN,2011,88432234311
LBN,2012,90700336595
LBN,2013,94172230743
LBN,2014,96511525557
LBN,2015,96957718407
LBN,2016,98464974045
LBN,2017,99354140787
LBN,2018,97481607577
LBN,2019,90740827789
LBN,2020,71322381663
LBN,2021,66328931530
LBN,2022,65916578511
LBN,2023,65415227251
LBN,2024,
LSO,1960,
LSO,1961,
LSO,1962,
LSO,1963,
LSO,1964,
LSO,1965,
LSO,1966,
LSO,1967,
LSO,1968,
LSO,1969,
LSO,1970,
LSO,1971,
LSO,1972,
LSO,1973,
LSO,1974,
LSO,1975,
LSO,1976,
LSO,1977,
LSO,1978,
LSO,1979,
LSO,1980,
LSO,1981,
LSO,1982,
LSO,1983,
LSO,1984,
LSO,1985,
LSO,1986,
LSO,1987,
LSO,1988,
LSO,1989,
LSO,1990,2573660196
LSO,1991,2752956995
LSO,1992,2944462730
LSO,1993,3047806487
LSO,1994,3230061460
LSO,1995,3336360784
LSO,1996,3523098100
LSO,1997,3653579683
LSO,1998,3709759166
LSO,1999,3727418549
LSO,2000,3871876398
LSO,2001,4009776445
LSO,2002,4038800653
LSO,2003,4222960963
LSO,2004,4294429264
LSO,2005,4443279431
LSO,2006,4631234382
LSO,2007,4825186500
LSO,2008,5091701800
LSO,2009,5027864191
LSO,2010,5292816082
LSO,2011,5537154381
LSO,2012,5887882377
LSO,2013,5993424173
LSO,2014,6095944685
LSO,2015,6286386068
LSO,2016,6513255915
LSO,2017,6308858550
LSO,2018,6215447498
LSO,2019,6127312836
LSO,2020,5627571726
LSO,2021,5755132494
LSO,2022,5892552409
LSO,2023,6000187259
LSO,2024,6165926723
LBR,1960,
LBR,1961,
LBR,1962,
LBR,1963,
LBR,1964,
LBR,1965,
LBR,1966,
LBR,1967,
LBR,1968,
LBR,1969,
LBR,1970,
LBR,1971,
LBR,1972,
LBR,1973,
LBR,1974,
LBR,1975,
LBR,1976,
LBR,1977,
LBR,1978,
LBR,1979,
LBR,1980,
LBR,1981,
LBR,1982,
LBR,1983,
LBR,1984,
LBR,1985,
LBR,1986,
LBR,1987,
LBR,1988,
LBR,1989,
LBR,1990,4150264277
LBR,1991,3559880300
LBR,1992,2310872164
LBR,1993,1548852934
LBR,1994,1211786194
LBR,1995,1160088911
LBR,1996,1300705651
LBR,1997,2683093204
LBR,1998,3493605416
LBR,1999,4253165779
LBR,2000,5470248902
LBR,2001,5629995201
LBR,2002,5841852912
LBR,2003,4080818598
LBR,2004,4187729797
LBR,2005,4408892705
LBR,2006,4763540065
LBR,2007,5217756727
LBR,2008,5590601506
LBR,2009,5886933603
LBR,2010,6246026265
LBR,2011,6758248402
LBR,2012,7298490240
LBR,2013,7932531093
LBR,2014,7988169319
LBR,2015,7986686317
LBR,2016,7862496650
LBR,2017,8055533202
LBR,2018,8148782051
LBR,2019,7947727344
LBR,2020,7710687069
LBR,2021,8095196891
LBR,2022,8484422471
LBR,2023,8881812193
LBR,2024,9307509886
LBY,1960,
LBY,1961,
LBY,1962,
LBY,1963,
LBY,1964,
LBY,1965,
LBY,1966,
LBY,1967,
LBY,1968,
LBY,1969,
LBY,1970,
LBY,1971,
LBY,1972,
LBY,1973,
LBY,1974,
LBY,1975,
LBY,1976,
LBY,1977,
LBY,1978,
LBY,1979,
LBY,1980,
LBY,1981,
LBY,1982,
LBY,1983,
LBY,1984,
LBY,1985,
LBY,1986,
LBY,1987,
LBY,1988,
LBY,1989,
LBY,1990,80555801700
LBY,1991,93166918530
LBY,1992,90639976348
LBY,1993,87229019426
LBY,1994,88916714929
LBY,1995,86942402006
LBY,1996,88797859978
LBY,1997,93426600293
LBY,1998,90107858791
LBY,1999,90783360696
LBY,2000,94123526022
LBY,2001,92464279919
LBY,2002,91577642405
LBY,2003,1.03497E+11
LBY,2004,1.08115E+11
LBY,2005,1.20949E+11
LBY,2006,1.28812E+11
LBY,2007,1.36836E+11
LBY,2008,1.36615E+11
LBY,2009,1.30603E+11
LBY,2010,1.37169E+11
LBY,2011,68120248022
LBY,2012,1.27267E+11
LBY,2013,1.04361E+11
LBY,2014,80313610359
LBY,2015,79636842700
LBY,2016,78449504268
LBY,2017,1.03939E+11
LBY,2018,1.12193E+11
LBY,2019,99632092392
LBY,2020,70285163941
LBY,2021,90199384483
LBY,2022,82756464976
LBY,2023,91161061089
LBY,2024,90608777729
LIE,1960,
LIE,1961,
LIE,1962,
LIE,1963,
LIE,1964,
LIE,1965,
LIE,1966,
LIE,1967,
LIE,1968,
LIE,1969,
LIE,1970,
LIE,1971,
LIE,1972,
LIE,1973,
LIE,1974,
LIE,1975,
LIE,1976,
LIE,1977,
LIE,1978,
LIE,1979,
LIE,1980,
LIE,1981,
LIE,1982,
LIE,1983,
LIE,1984,
LIE,1985,
LIE,1986,
LIE,1987,
LIE,1988,
LIE,1989,
LIE,1990,
LIE,1991,
LIE,1992,
LIE,1993,
LIE,1994,
LIE,1995,
LIE,1996,
LIE,1997,
LIE,1998,
LIE,1999,
LIE,2000,
LIE,2001,
LIE,2002,
LIE,2003,
LIE,2004,
LIE,2005,
LIE,2006,
LIE,2007,
LIE,2008,
LIE,2009,
LIE,2010,
LIE,2011,
LIE,2012,
LIE,2013,
LIE,2014,
LIE,2015,
LIE,2016,
LIE,2017,
LIE,2018,
LIE,2019,
LIE,2020,
LIE,2021,
LIE,2022,
LIE,2023,
LIE,2024,
LTU,1960,
LTU,1961,
LTU,1962,
LTU,1963,
LTU,1964,
LTU,1965,
LTU,1966,
LTU,1967,
LTU,1968,
LTU,1969,
LTU,1970,
LTU,1971,
LTU,1972,
LTU,1973,
LTU,1974,
LTU,1975,
LTU,1976,
LTU,1977,
LTU,1978,
LTU,1979,
LTU,1980,
LTU,1981,
LTU,1982,
LTU,1983,
LTU,1984,
LTU,1985,
LTU,1986,
LTU,1987,
LTU,1988,
LTU,1989,
LTU,1990,76124535263
LTU,1991,71803963183
LTU,1992,56539179787
LTU,1993,47364644893
LTU,1994,42738989025
LTU,1995,44145136034
LTU,1996,46364287199
LTU,1997,50212815305
LTU,1998,53960166152
LTU,1999,53368218715
LTU,2000,55192676416
LTU,2001,58771439458
LTU,2002,62720785832
LTU,2003,69339017900
LTU,2004,73847465363
LTU,2005,79556942830
LTU,2006,85440561600
LTU,2007,94905605717
LTU,2008,97372640442
LTU,2009,82923892338
LTU,2010,83278142847
LTU,2011,88544350008
LTU,2012,92425165498
LTU,2013,96165531708
LTU,2014,99793418508
LTU,2015,1.0262E+11
LTU,2016,1.05362E+11
LTU,2017,1.10222E+11
LTU,2018,1.15643E+11
LTU,2019,1.21052E+11
LTU,2020,1.21104E+11
LTU,2021,1.2883E+11
LTU,2022,1.32099E+11
LTU,2023,1.32552E+11
LTU,2024,1.36227E+11
LMY,1960,
LMY,1961,
LMY,1962,
LMY,1963,
LMY,1964,
LMY,1965,
LMY,1966,
LMY,1967,
LMY,1968,
LMY,1969,
LMY,1970,
LMY,1971,
LMY,1972,
LMY,1973,
LMY,1974,
LMY,1975,
LMY,1976,
LMY,1977,
LMY,1978,
LMY,1979,
LMY,1980,
LMY,1981,
LMY,1982,
LMY,1983,
LMY,1984,
LMY,1985,
LMY,1986,
LMY,1987,
LMY,1988,
LMY,1989,
LMY,1990,1.78439E+13
LMY,1991,1.81879E+13
LMY,1992,1.8808E+13
LMY,1993,1.95339E+13
LMY,1994,2.02897E+13
LMY,1995,2.11613E+13
LMY,1996,2.24061E+13
LMY,1997,2.35623E+13
LMY,1998,2.42475E+13
LMY,1999,2.51502E+13
LMY,2000,2.64958E+13
LMY,2001,2.74577E+13
LMY,2002,2.87183E+13
LMY,2003,3.03819E+13
LMY,2004,3.2682E+13
LMY,2005,3.49698E+13
LMY,2006,3.77004E+13
LMY,2007,4.08247E+13
LMY,2008,4.30455E+13
LMY,2009,4.45977E+13
LMY,2010,4.80569E+13
LMY,2011,5.09517E+13
LMY,2012,5.35685E+13
LMY,2013,5.6422E+13
LMY,2014,5.9242E+13
LMY,2015,6.2004E+13
LMY,2016,6.50234E+13
LMY,2017,6.84202E+13
LMY,2018,7.18102E+13
LMY,2019,7.46896E+13
LMY,2020,7.34472E+13
LMY,2021,7.86874E+13
LMY,2022,8.19668E+13
LMY,2023,8.60518E+13
LMY,2024,8.98565E+13
LIC,1960,
LIC,1961,
LIC,1962,
LIC,1963,
LIC,1964,
LIC,1965,
LIC,1966,
LIC,1967,
LIC,1968,
LIC,1969,
LIC,1970,
LIC,1971,
LIC,1972,
LIC,1973,
LIC,1974,
LIC,1975,
LIC,1976,
LIC,1977,
LIC,1978,
LIC,1979,
LIC,1980,
LIC,1981,
LIC,1982,
LIC,1983,
LIC,1984,
LIC,1985,
LIC,1986,
LIC,1987,
LIC,1988,
LIC,1989,
LIC,1990,4.98315E+11
LIC,1991,5.09056E+11
LIC,1992,5.13698E+11
LIC,1993,5.14202E+11
LIC,1994,5.19196E+11
LIC,1995,5.45052E+11
LIC,1996,5.76911E+11
LIC,1997,6.15452E+11
LIC,1998,6.45045E+11
LIC,1999,6.53614E+11
LIC,2000,6.6695E+11
LIC,2001,6.89415E+11
LIC,2002,7.29231E+11
LIC,2003,7.76711E+11
LIC,2004,8.23992E+11
LIC,2005,8.77574E+11
LIC,2006,9.29275E+11
LIC,2007,9.87261E+11
LIC,2008,1.03938E+12
LIC,2009,1.08E+12
LIC,2010,1.1488E+12
LIC,2011,1.18167E+12
LIC,2012,1.11679E+12
LIC,2013,1.10412E+12
LIC,2014,1.13559E+12
LIC,2015,1.16907E+12
LIC,2016,1.19757E+12
LIC,2017,1.23064E+12
LIC,2018,1.26837E+12
LIC,2019,1.31159E+12
LIC,2020,1.30202E+12
LIC,2021,1.31096E+12
LIC,2022,1.35547E+12
LIC,2023,1.34995E+12
LIC,2024,1.39168E+12
LMC,1960,
