Code,Year,Gini coefficient (2021 prices),World regions according to OWID
AFG,2023,,Asia
ALA,2023,,Europe
ALB,1996,0.27010342,
ALB,2002,0.3173898,
ALB,2005,0.30595654,
ALB,2008,0.2998467,
ALB,2012,0.28960484,
ALB,2014,0.34598896,
ALB,2015,0.32753733,
ALB,2016,0.33736297,
ALB,2017,0.33055663,
ALB,2018,0.30148283,
ALB,2019,0.30115768,
ALB,2020,0.2941963,
ALB,2023,,Europe
DZA,1988,0.37356994,
DZA,1995,0.35330054,
DZA,2011,0.27615732,
DZA,2023,,Africa
ASM,2023,,Oceania
AND,2023,,Europe
AGO,2000,0.5194515,
AGO,2008,0.42715514,
AGO,2018,0.51264286,
AGO,2023,,Africa
AIA,2023,,North America
ATG,2023,,North America
ARG,2023,,South America
,1980,0.4083086,
,1986,0.42797506,
,1987,0.4526729,
,1991,0.46754274,
,1992,0.45454842,
,1993,0.44843096,
,1994,0.4589804,
,1995,0.48878098,
,1996,0.49490517,
,1997,0.49085242,
,1998,0.50712705,
,1999,0.49765623,
,2000,0.5103796,
,2001,0.5329304,
,2002,0.5375955,
,2003,0.50994456,
,2004,0.48483533,
,2005,0.47810286,
,2006,0.46444497,
,2007,0.46282586,
,2008,0.44986764,
,2009,0.43758938,
,2010,0.43676555,
,2011,0.4273792,
,2012,0.41437364,
,2013,0.4108646,
,2014,0.41822484,
,2016,0.42345008,
,2017,0.41434798,
,2018,0.4171897,
,2019,0.43314135,
,2020,0.42743686,
,2021,0.4244556,
,2022,0.4073646,
,2023,0.42390975,
,2024,0.42353317,
ARM,1999,0.36219725,
ARM,2001,0.3536436,
ARM,2002,0.34779674,
ARM,2003,0.33028087,
ARM,2004,0.37505633,
ARM,2005,0.35992354,
ARM,2006,0.29709986,
ARM,2007,0.31226057,
ARM,2008,0.2918814,
ARM,2009,0.2801588,
ARM,2010,0.29992583,
ARM,2011,0.29352945,
ARM,2012,0.29602262,
ARM,2013,0.30579662,
ARM,2014,0.3148329,
ARM,2015,0.32356772,
ARM,2016,0.32547948,
ARM,2017,0.3362184,
ARM,2018,0.344335,
ARM,2019,0.30031213,
ARM,2020,0.25131604,
ARM,2021,0.2794013,
ARM,2022,0.27945295,
ARM,2023,0.2715465,Asia
ABW,2023,,North America
AUS,1981,0.31324694,
AUS,1985,0.3249635,
AUS,1989,0.33151868,
AUS,1995,0.325785,
AUS,2001,0.33461928,
AUS,2003,0.3349675,
AUS,2004,0.3305572,
AUS,2008,0.3542851,
AUS,2010,0.34656727,
AUS,2014,0.34398162,
AUS,2016,0.33685187,
AUS,2018,0.34332526,
AUS,2020,0.33829018,
AUS,2023,,Oceania
AUT,1994,0.3082802,
AUT,1995,0.29914328,
AUT,1996,0.29317808,
AUT,1997,0.29065368,
AUT,1998,0.31340772,
AUT,1999,0.2967054,
AUT,2000,0.28964692,
AUT,2003,0.29465628,
AUT,2004,0.29788846,
AUT,2005,0.28715208,
AUT,2006,0.2958756,
AUT,2007,0.3057945,
AUT,2008,0.30437094,
AUT,2009,0.31494907,
AUT,2010,0.30251664,
AUT,2011,0.30801058,
AUT,2012,0.30475616,
AUT,2013,0.30752906,
AUT,2014,0.30535373,
AUT,2015,0.3053083,
AUT,2016,0.3079514,
AUT,2017,0.2973693,
AUT,2018,0.3084742,
AUT,2019,0.30210516,
AUT,2020,0.29800698,
AUT,2021,0.30701682,
AUT,2022,0.3089293,
AUT,2023,0.3120468,Europe
OWID_AUH,2023,,Europe
AZE,1995,0.34648824,
AZE,2001,0.36454937,
AZE,2002,0.25277665,
AZE,2003,0.2683288,
AZE,2004,0.26621592,
AZE,2005,0.26554906,
AZE,2023,,Asia
BHS,2023,,North America
BHR,2023,,Asia
BGD,1983,0.2587649,
BGD,1985,0.26917496,
BGD,1988,0.28846547,
BGD,1991,0.27570805,
BGD,1995,0.32942984,
BGD,2000,0.33406532,
BGD,2005,0.33201292,
BGD,2010,0.3213032,
BGD,2016,0.32385272,
BGD,2022,0.30930254,
BGD,2023,,Asia
BRB,2016,0.34068036,
BRB,2023,,North America
BLR,1998,0.3201835,
BLR,1999,0.31738147,
BLR,2000,0.31167483,
BLR,2001,0.30576724,
BLR,2002,0.30336243,
BLR,2003,0.28821012,
BLR,2004,0.26479885,
BLR,2005,0.2755341,
BLR,2006,0.28275442,
BLR,2007,0.2961238,
BLR,2008,0.27826044,
BLR,2009,0.27689305,
BLR,2010,0.285666,
BLR,2011,0.2715255,
BLR,2012,0.26526198,
BLR,2013,0.26575053,
BLR,2014,0.27176666,
BLR,2015,0.25633225,
BLR,2016,0.25306615,
BLR,2017,0.2544457,
BLR,2018,0.25240526,
BLR,2019,0.25277847,
BLR,2020,0.24383356,
BLR,2023,,Europe
BEL,1985,0.2520385,
BEL,1988,0.25711665,
BEL,1992,0.24946482,
BEL,1995,0.2841082,
BEL,1997,0.26832196,
BEL,2000,0.33135977,
BEL,2003,0.28143343,
BEL,2004,0.3054143,
BEL,2005,0.2933692,
BEL,2006,0.28054053,
BEL,2007,0.2923768,
BEL,2008,0.2837373,
BEL,2009,0.2855119,
BEL,2010,0.2837483,
BEL,2011,0.2806044,
BEL,2012,0.274905,
BEL,2013,0.27668858,
BEL,2014,0.28134012,
BEL,2015,0.2772931,
BEL,2016,0.2758074,
BEL,2017,0.2738765,
BEL,2018,0.272142,
BEL,2019,0.27219555,
BEL,2020,0.2595828,
BEL,2021,0.26577634,
BEL,2022,0.26375556,
BEL,2023,0.26823103,Europe
BLZ,1995,0.57547647,
BLZ,2018,0.39949584,
BLZ,2023,,North America
BEN,2003,0.38577467,
BEN,2011,0.43439275,
BEN,2015,0.4760386,
BEN,2018,0.37948644,
BEN,2021,0.34395808,
BEN,2023,,Africa
BMU,2023,,North America
BTN,2003,0.40898,
BTN,2007,0.3809077,
BTN,2012,0.38809326,
BTN,2017,0.3744141,
BTN,2022,0.2845992,
BTN,2023,,Asia
BOL,1997,0.58141714,
BOL,1999,0.58036,
BOL,2000,0.6156524,
BOL,2001,0.5736684,
BOL,2002,0.59274924,
BOL,2004,0.5500035,
BOL,2005,0.58518565,
BOL,2006,0.5666029,
BOL,2007,0.54532504,
BOL,2008,0.5081494,
BOL,2009,0.49220297,
BOL,2011,0.46080363,
BOL,2012,0.4657997,
BOL,2013,0.4758858,
BOL,2014,0.4782917,
BOL,2015,0.46731645,
BOL,2016,0.45240822,
BOL,2017,0.44617796,
BOL,2018,0.42579088,
BOL,2019,0.41644302,
BOL,2020,0.4364544,
BOL,2021,0.40913323,
BOL,2022,0.41208377,
BOL,2023,0.42050114,South America
,1990,0.42035723,
,1992,0.49072397,
BES,2023,,North America
BIH,2001,0.2996642,
BIH,2004,0.3403749,
BIH,2007,0.33061588,
BIH,2011,0.33030185,
BIH,2023,,Europe
BWA,1985,0.5421201,
BWA,1993,0.6014759,
BWA,2002,0.6153865,
BWA,2009,0.5693109,
BWA,2015,0.5490736,
BWA,2023,,Africa
BRA,1981,0.57864046,
BRA,1982,0.58356094,
BRA,1983,0.58903974,
BRA,1984,0.5829912,
BRA,1985,0.55526423,
BRA,1986,0.58432895,
BRA,1987,0.5964315,
BRA,1988,0.613723,
BRA,1989,0.63245785,
BRA,1990,0.60450876,
BRA,1992,0.5310342,
BRA,1993,0.60066897,
BRA,1995,0.59531194,
BRA,1996,0.5983838,
BRA,1997,0.5975472,
BRA,1998,0.59566253,
BRA,1999,0.5895122,
BRA,2001,0.5840288,
BRA,2002,0.5810567,
BRA,2003,0.57553387,
BRA,2004,0.56471825,
BRA,2005,0.5631013,
BRA,2006,0.5564221,
BRA,2007,0.54919165,
BRA,2008,0.5403759,
BRA,2009,0.53682,
BRA,2011,0.5294177,
BRA,2012,0.5343539,
BRA,2013,0.526834,
BRA,2014,0.5202971,
BRA,2015,0.51926535,
BRA,2016,0.5336719,
BRA,2017,0.5332116,
BRA,2018,0.5388841,
BRA,2019,0.5350941,
BRA,2020,0.4890203,
BRA,2021,0.52938807,
BRA,2022,0.52015305,
BRA,2023,0.5163944,South America
IOT,2023,,Asia
VGB,2023,,North America
BRN,2023,,Asia
BGR,1992,0.3071431,
BGR,2006,0.35688826,
BGR,2007,0.36095878,
BGR,2008,0.3357257,
BGR,2009,0.33823076,
BGR,2010,0.35653466,
BGR,2011,0.34274977,
BGR,2012,0.36010975,
BGR,2013,0.36570895,
BGR,2014,0.37415853,
BGR,2015,0.38564378,
BGR,2016,0.40589675,
BGR,2017,0.40378964,
BGR,2018,0.41284075,
BGR,2019,0.40271118,
BGR,2020,0.40523154,
BGR,2021,0.39005446,
BGR,2022,0.38201502,
BGR,2023,0.39470536,Europe
BFA,1994,0.48017555,
BFA,1998,0.4986853,
BFA,2003,0.4325115,
BFA,2009,0.397607,
BFA,2014,0.35301226,
BFA,2018,0.43016732,
BFA,2021,0.37391287,
BFA,2023,,Africa
BDI,1992,0.3333381,
BDI,1998,0.42058137,
BDI,2006,0.33359864,
BDI,2013,0.38623977,
BDI,2020,0.37456086,
BDI,2023,,Africa
KHM,2023,,Asia
CMR,1996,0.44446746,
CMR,2001,0.42136794,
CMR,2007,0.42820063,
CMR,2014,0.46640873,
CMR,2021,0.42176074,
CMR,2023,,Africa
CAN,1971,0.37246722,
CAN,1973,0.34901816,
CAN,1975,0.34087202,
CAN,1977,0.33729297,
CAN,1979,0.33469138,
CAN,1981,0.3296308,
CAN,1982,0.32930598,
CAN,1984,0.33518428,
CAN,1985,0.33174872,
CAN,1986,0.31675813,
CAN,1987,0.31653872,
CAN,1988,0.3119787,
CAN,1989,0.31012514,
CAN,1990,0.31365356,
CAN,1991,0.3194339,
CAN,1992,0.31564316,
CAN,1993,0.31675923,
CAN,1994,0.31303805,
CAN,1995,0.31509578,
CAN,1996,0.32768053,
CAN,1997,0.33116943,
CAN,1998,0.33217245,
CAN,1999,0.33060935,
CAN,2000,0.33418295,
CAN,2001,0.33554783,
CAN,2002,0.3356031,
CAN,2003,0.33809465,
CAN,2004,0.33776483,
CAN,2005,0.33621806,
CAN,2006,0.3409054,
CAN,2007,0.33841008,
CAN,2008,0.33930567,
CAN,2009,0.33952153,
CAN,2010,0.33592603,
CAN,2011,0.32657078,
CAN,2012,0.33539012,
CAN,2013,0.3379898,
CAN,2014,0.33157605,
CAN,2015,0.33746484,
CAN,2016,0.32701823,
CAN,2017,0.33308205,
CAN,2018,0.3250927,
CAN,2019,0.31749648,
CAN,2020,0.29851684,
CAN,2021,0.31114635,
CAN,2023,,North America
CPV,2001,0.5249523,
CPV,2007,0.47187388,
CPV,2015,0.42381087,
CPV,2023,,Africa
CYM,2023,,North America
CAF,1992,0.5968511,
CAF,2008,0.5619515,
CAF,2021,0.43034458,
CAF,2023,,Africa
TCD,2003,0.39811727,
TCD,2011,0.4332027,
TCD,2018,0.37499154,
TCD,2022,0.37357685,
TCD,2023,,Africa
CHL,1987,0.56193596,
CHL,1990,0.5723576,
CHL,1992,0.5480666,
CHL,1994,0.5642127,
CHL,1996,0.54868966,
CHL,1998,0.55516803,
CHL,2000,0.52758694,
CHL,2003,0.5147556,
CHL,2006,0.47706884,
CHL,2009,0.47404668,
CHL,2011,0.46868157,
CHL,2013,0.4682394,
CHL,2015,0.45343348,
CHL,2017,0.45269984,
CHL,2020,0.47004908,
CHL,2022,0.43042782,
CHL,2023,,South America
CHN,1981,0.28164098,
CHN,1984,0.271023,
CHN,1987,0.29385957,
CHN,1990,0.3222662,
CHN,1993,0.338778,
CHN,1996,0.3522766,
CHN,1999,0.38703215,
CHN,2002,0.41985726,
CHN,2005,0.40900767,
CHN,2008,0.4296504,
CHN,2010,0.43744954,
CHN,2011,0.42409223,
CHN,2012,0.42237166,
CHN,2013,0.397364,
CHN,2014,0.39177653,
CHN,2015,0.38595304,
CHN,2016,0.38480517,
CHN,2017,0.39075777,
CHN,2018,0.38497642,
CHN,2019,0.38168344,
CHN,2020,0.37090832,
CHN,2021,0.35743752,
CHN,2022,0.36019513,
CHN,2023,,Asia
,1981,0.24729232,
,1984,0.2668613,
,1987,0.29451063,
,1990,0.30475813,
,1993,0.2804393,
,1996,0.33620438,
,1999,0.35389417,
,2002,0.38019347,
,2005,0.35849202,
,2008,0.39399046,
,2010,0.4060783,
,2011,0.38497442,
,2012,0.39497343,
,2013,0.33971012,
,2014,0.3375639,
,2015,0.33242807,
,2016,0.33179837,
,2017,0.34255984,
,2018,0.33541563,
,2019,0.3267486,
,2020,0.31574252,
,2021,0.30404037,
,2022,0.3169194,
,1981,0.18508829,
,1984,0.17744046,
,1987,0.20129786,
,1990,0.2559464,
,1993,0.2846636,
,1996,0.29089227,
,1999,0.31547564,
,2002,0.3339575,
,2005,0.3473589,
,2008,0.35154304,
,2010,0.3574452,
,2011,0.35559225,
,2012,0.3535335,
,2013,0.3668623,
,2014,0.36429673,
,2015,0.36156222,
,2016,0.36124825,
,2017,0.3694193,
,2018,0.36906132,
,2019,0.37052557,
,2020,0.36667654,
,2021,0.35652608,
,2022,0.35928813,
CXR,2023,,Asia
CCK,2023,,Asia
COL,1992,0.5134726,
COL,1996,0.5677193,
COL,1999,0.5852623,
COL,2000,0.5837996,
COL,2001,0.57319844,
COL,2002,0.5600673,
COL,2003,0.5357277,
COL,2004,0.54974467,
COL,2005,0.5390761,
COL,2008,0.5530606,
COL,2009,0.54282105,
COL,2010,0.5461634,
COL,2011,0.53483087,
COL,2012,0.52637225,
COL,2013,0.5262469,
COL,2014,0.5254296,
COL,2015,0.509826,
COL,2016,0.50562435,
COL,2017,0.49706593,
COL,2018,0.50410366,
COL,2019,0.5132543,
COL,2020,0.5348644,
COL,2021,0.55117023,
COL,2022,0.5481858,
COL,2023,0.53881925,South America
,1980,0.5509124,
,1988,0.53106165,
,1989,0.528438,
,1991,0.51318896,
COM,2004,0.5592381,
COM,2014,0.45332187,
COM,2023,,Africa
COG,2005,0.47329873,
COG,2011,0.48937693,
COG,2023,,Africa
COK,2023,,Oceania
CRI,1981,0.47494763,
CRI,1986,0.3441325,
CRI,1989,0.4546494,
CRI,1990,0.45213926,
CRI,1991,0.46553165,
CRI,1992,0.45639223,
CRI,1993,0.45926362,
CRI,1994,0.46701846,
CRI,1995,0.45658925,
CRI,1996,0.4647768,
CRI,1997,0.45578167,
CRI,1998,0.456374,
CRI,1999,0.47630617,
CRI,2000,0.47409484,
CRI,2001,0.5150596,
CRI,2002,0.5181253,
CRI,2003,0.49300322,
CRI,2004,0.4841752,
CRI,2005,0.47510257,
CRI,2006,0.49280483,
CRI,2007,0.49312812,
CRI,2008,0.48640773,
CRI,2009,0.5055465,
CRI,2010,0.4804304,
CRI,2011,0.487592,
CRI,2012,0.484173,
CRI,2013,0.49151808,
CRI,2014,0.4863209,
CRI,2015,0.4837395,
CRI,2016,0.48704112,
CRI,2017,0.48345202,
CRI,2018,0.4796996,
CRI,2019,0.48189852,
CRI,2020,0.49245045,
CRI,2021,0.4867803,
CRI,2022,0.47151297,
CRI,2023,0.4672933,North America
CRI,2024,0.4582914,
CIV,1985,0.45520967,
